"반납일시","반납대여소번호"
"2023-01-02 12:33","3643"
"2023-01-02 12:33","2373"
"2023-01-02 12:34","2410"
"2023-01-02 12:34","2412"
"2023-01-02 12:38","2377"
"2023-01-02 12:39","3609"
"2023-01-02 12:39","2369"
"2023-01-02 12:42","2413"
"2023-01-02 12:43","2416"
"2023-01-02 12:43","2306"
"2023-01-02 12:47","3651"
"2023-01-02 12:48","2305"
"2023-01-02 12:48","3644"
"2023-01-02 12:50","2429"
"2023-01-02 12:50","2315"
"2023-01-02 12:51","2428"
"2023-01-02 12:52","2384"
"2023-01-02 12:53","3628"
"2023-01-02 12:53","2428"
"2023-01-02 12:55","2415"
"2023-01-02 12:55","2414"
"2023-01-02 12:55","2375"
"2023-01-02 12:59","4902"
"2023-01-02 13:01","2336"
"2023-01-02 13:03","2323"
"2023-01-02 13:04","2324"
"2023-01-02 13:05","3628"
"2023-01-02 13:05","4906"
"2023-01-02 13:05","2350"
"2023-01-02 13:06","4919"
"2023-01-02 13:07","3614"
"2023-01-02 13:08","3640"
"2023-01-02 13:08","3618"
"2023-01-02 13:09","3634"
"2023-01-02 13:10","3628"
"2023-01-02 13:10","3614"
"2023-01-02 13:15","4905"
"2023-01-02 13:17","2429"
"2023-01-02 13:17","2313"
"2023-01-02 13:19","2372"
"2023-01-02 13:20","2308"
"2023-01-02 13:24","4906"
"2023-01-02 13:24","2431"
"2023-01-02 13:25","2337"
"2023-01-02 13:25","2365"
"2023-01-02 13:26","2375"
"2023-01-02 13:28","2382"
"2023-01-02 13:28","2421"
"2023-01-02 13:30","2414"
"2023-01-02 13:31","2360"
"2023-01-02 13:31","4911"
"2023-01-02 13:32","3623"
"2023-01-02 13:32","2324"
"2023-01-02 13:32","2342"
"2023-01-02 13:33","2369"
"2023-01-02 13:34","2360"
"2023-01-02 13:34","2415"
"2023-01-02 13:35","2411"
"2023-01-02 13:36","3628"
"2023-01-02 13:36","2385"
"2023-01-02 13:37","2301"
"2023-01-02 13:41","2365"
"2023-01-02 13:42","3651"
"2023-01-02 13:44","2429"
"2023-01-02 13:44","2382"
"2023-01-02 13:44","3634"
"2023-01-02 13:44","3614"
"2023-01-02 13:49","3606"
"2023-01-02 13:49","2354"
"2023-01-02 13:52","2324"
"2023-01-02 13:52","3636"
"2023-01-02 13:54","2306"
"2023-01-02 13:55","2319"
"2023-01-02 13:55","2415"
"2023-01-02 13:56","2350"
"2023-01-02 13:56","2350"
"2023-01-02 13:59","2404"
"2023-01-03 11:07","2319"
"2023-01-03 11:09","4913"
"2023-01-03 11:12","4919"
"2023-01-03 11:14","3606"
"2023-01-03 11:21","2327"
"2023-01-03 11:21","2326"
"2023-01-03 11:28","2409"
"2023-01-03 11:32","2372"
"2023-01-03 11:34","2310"
"2023-01-03 11:37","2333"
"2023-01-03 11:38","3641"
"2023-01-03 11:39","4907"
"2023-01-03 11:39","2302"
"2023-01-03 11:50","3636"
"2023-01-03 11:51","2303"
"2023-01-03 11:54","3651"
"2023-01-03 11:54","2369"
"2023-01-03 11:54","3630"
"2023-01-03 11:55","3606"
"2023-01-03 11:56","2342"
"2023-01-03 11:56","3643"
"2023-01-03 11:56","2308"
"2023-01-03 11:57","2302"
"2023-01-03 11:58","2389"
"2023-01-03 11:58","3602"
"2023-01-03 11:59","2414"
"2023-01-03 12:00","2375"
"2023-01-03 12:01","2410"
"2023-01-03 12:02","2320"
"2023-01-03 12:03","4914"
"2023-01-03 12:03","2325"
"2023-01-03 12:05","3602"
"2023-01-03 12:09","2326"
"2023-01-03 12:11","4903"
"2023-01-03 12:11","2377"
"2023-01-03 12:12","2423"
"2023-01-03 12:12","2377"
"2023-01-03 12:12","2416"
"2023-01-03 12:13","3623"
"2023-01-03 12:14","2360"
"2023-01-03 12:15","2385"
"2023-01-03 12:16","2422"
"2023-01-03 12:16","2404"
"2023-01-03 12:17","2412"
"2023-01-03 12:17","2335"
"2023-01-03 12:18","4914"
"2023-01-03 12:18","2325"
"2023-01-03 12:20","2413"
"2023-01-03 12:20","3640"
"2023-01-03 12:22","2387"
"2023-01-03 12:22","3604"
"2023-01-03 12:23","2302"
"2023-01-03 12:23","2309"
"2023-01-03 12:24","2350"
"2023-01-03 12:27","2369"
"2023-01-03 12:28","4914"
"2023-01-03 12:29","2331"
"2023-01-03 12:31","2369"
"2023-01-03 12:32","2306"
"2023-01-03 12:33","2415"
"2023-01-03 12:33","2315"
"2023-01-03 12:34","2409"
"2023-01-03 12:34","4918"
"2023-01-03 12:35","2309"
"2023-01-03 12:35","2418"
"2023-01-03 12:36","3624"
"2023-01-03 12:37","3606"
"2023-01-03 12:37","2360"
"2023-01-03 12:38","2357"
"2023-01-03 12:39","2324"
"2023-01-03 12:40","4905"
"2023-01-03 12:40","4902"
"2023-01-03 12:42","2404"
"2023-01-03 12:42","2362"
"2023-01-03 12:43","3612"
"2023-01-03 12:44","2319"
"2023-01-03 12:45","2410"
"2023-01-03 12:47","4907"
"2023-01-03 12:48","3614"
"2023-01-03 12:48","2321"
"2023-01-03 12:49","2332"
"2023-01-03 12:49","2323"
"2023-01-03 12:49","3614"
"2023-01-03 12:50","2326"
"2023-01-03 12:50","3651"
"2023-01-03 12:50","2324"
"2023-01-03 12:56","2418"
"2023-01-03 12:56","2414"
"2023-01-03 12:57","2415"
"2023-01-03 12:58","2415"
"2023-01-03 12:58","2401"
"2023-01-03 12:59","2387"
"2023-01-03 12:59","3629"
"2023-01-03 12:59","2377"
"2023-01-03 13:00","2348"
"2023-01-03 13:02","3628"
"2023-01-03 13:03","2349"
"2023-01-03 13:04","2365"
"2023-01-03 13:05","3627"
"2023-01-03 13:05","4906"
"2023-01-03 13:06","3627"
"2023-01-03 13:07","2401"
"2023-01-03 13:08","2368"
"2023-01-03 13:08","2430"
"2023-01-03 13:09","4905"
"2023-01-03 13:10","3628"
"2023-01-03 13:14","2369"
"2023-01-03 13:14","3609"
"2023-01-03 13:15","2337"
"2023-01-03 13:16","3637"
"2023-01-03 13:16","2350"
"2023-01-03 13:17","2319"
"2023-01-03 13:17","2385"
"2023-01-03 13:18","2430"
"2023-01-03 13:21","4902"
"2023-01-03 13:23","2349"
"2023-01-03 13:23","2332"
"2023-01-03 13:24","4906"
"2023-01-03 13:25","4914"
"2023-01-03 13:28","2350"
"2023-01-03 13:29","2308"
"2023-01-03 13:29","2323"
"2023-01-03 13:31","4914"
"2023-01-03 13:31","2389"
"2023-01-03 13:31","4905"
"2023-01-03 13:32","2371"
"2023-01-03 13:32","2319"
"2023-01-03 13:32","2423"
"2023-01-03 13:33","2324"
"2023-01-03 13:35","3627"
"2023-01-03 13:36","2321"
"2023-01-03 13:36","2406"
"2023-01-03 13:36","3649"
"2023-01-03 13:37","2415"
"2023-01-03 13:38","2308"
"2023-01-03 13:38","2375"
"2023-01-03 13:39","2373"
"2023-01-03 13:40","3636"
"2023-01-03 13:43","2303"
"2023-01-03 13:43","4918"
"2023-01-03 13:45","2342"
"2023-01-03 13:45","2373"
"2023-01-03 13:49","2348"
"2023-01-03 13:50","2371"
"2023-01-03 13:51","3629"
"2023-01-03 13:53","2319"
"2023-01-03 13:54","2311"
"2023-01-03 13:54","2324"
"2023-01-03 13:55","2330"
"2023-01-03 13:57","2319"
"2023-01-03 13:58","2306"
"2023-01-04 11:03","3604"
"2023-01-04 11:07","2332"
"2023-01-04 11:07","2404"
"2023-01-04 11:11","2421"
"2023-01-04 11:13","2414"
"2023-01-04 11:13","2375"
"2023-01-04 11:15","3627"
"2023-01-04 11:15","2325"
"2023-01-04 11:16","2387"
"2023-01-04 11:16","2421"
"2023-01-04 11:18","3604"
"2023-01-04 11:19","2306"
"2023-01-04 11:22","3628"
"2023-01-04 11:23","2348"
"2023-01-04 11:23","2404"
"2023-01-04 11:23","3636"
"2023-01-04 11:24","2414"
"2023-01-04 11:25","2412"
"2023-01-04 11:25","3606"
"2023-01-04 11:26","4911"
"2023-01-04 11:29","2415"
"2023-01-04 11:29","2319"
"2023-01-04 11:32","2377"
"2023-01-04 11:32","2348"
"2023-01-04 11:34","3604"
"2023-01-04 11:34","2305"
"2023-01-04 11:36","2368"
"2023-01-04 11:36","2375"
"2023-01-04 11:38","2414"
"2023-01-04 11:38","2422"
"2023-01-04 11:38","3636"
"2023-01-04 11:39","3612"
"2023-01-04 11:39","3606"
"2023-01-04 11:40","2375"
"2023-01-04 11:40","2330"
"2023-01-04 11:41","2331"
"2023-01-04 11:42","2342"
"2023-01-04 11:43","4901"
"2023-01-04 11:43","4911"
"2023-01-04 11:45","3602"
"2023-01-04 11:47","3602"
"2023-01-04 11:48","3630"
"2023-01-04 11:49","2404"
"2023-01-04 11:49","2306"
"2023-01-04 11:50","2353"
"2023-01-04 11:51","2362"
"2023-01-04 11:54","2377"
"2023-01-04 11:54","2430"
"2023-01-04 11:55","2412"
"2023-01-04 11:56","3628"
"2023-01-04 11:56","2412"
"2023-01-04 11:56","2335"
"2023-01-04 11:56","2363"
"2023-01-04 11:58","2360"
"2023-01-04 11:59","3614"
"2023-01-04 11:59","2358"
"2023-01-04 11:59","2369"
"2023-01-04 11:59","2340"
"2023-01-04 12:00","3643"
"2023-01-04 12:01","2370"
"2023-01-04 12:02","2373"
"2023-01-04 12:02","2326"
"2023-01-04 12:03","2421"
"2023-01-04 12:03","2404"
"2023-01-04 12:03","2354"
"2023-01-04 12:04","3604"
"2023-01-04 12:05","2428"
"2023-01-04 12:05","2328"
"2023-01-04 12:06","2389"
"2023-01-04 12:07","2320"
"2023-01-04 12:07","2431"
"2023-01-04 12:07","2431"
"2023-01-04 12:09","4906"
"2023-01-04 12:09","2321"
"2023-01-04 12:11","2377"
"2023-01-04 12:12","3614"
"2023-01-04 12:13","3614"
"2023-01-04 12:13","2324"
"2023-01-04 12:13","2321"
"2023-01-04 12:14","2415"
"2023-01-04 12:15","2326"
"2023-01-04 12:15","2306"
"2023-01-04 12:17","2336"
"2023-01-04 12:17","2394"
"2023-01-04 12:17","2385"
"2023-01-04 12:19","2348"
"2023-01-04 12:19","2349"
"2023-01-04 12:19","3640"
"2023-01-04 12:20","2409"
"2023-01-04 12:21","4914"
"2023-01-04 12:22","2356"
"2023-01-04 12:23","2323"
"2023-01-04 12:25","2325"
"2023-01-04 12:25","2334"
"2023-01-04 12:27","2319"
"2023-01-04 12:27","2332"
"2023-01-04 12:27","2431"
"2023-01-04 12:27","3615"
"2023-01-04 12:28","2420"
"2023-01-04 12:30","2325"
"2023-01-04 12:30","2359"
"2023-01-04 12:30","3612"
"2023-01-04 12:32","2340"
"2023-01-04 12:32","2429"
"2023-01-04 12:32","2321"
"2023-01-04 12:33","2410"
"2023-01-04 12:34","2414"
"2023-01-04 12:35","2327"
"2023-01-04 12:35","2409"
"2023-01-04 12:37","2410"
"2023-01-04 12:38","2364"
"2023-01-04 12:39","2416"
"2023-01-04 12:40","2414"
"2023-01-04 12:40","4906"
"2023-01-04 12:41","2420"
"2023-01-04 12:42","2413"
"2023-01-04 12:43","4911"
"2023-01-04 12:43","2350"
"2023-01-04 12:45","2319"
"2023-01-04 12:47","3628"
"2023-01-04 12:47","2385"
"2023-01-04 12:48","2324"
"2023-01-04 12:49","3637"
"2023-01-04 12:53","3614"
"2023-01-04 12:53","2315"
"2023-01-04 12:54","2392"
"2023-01-04 12:56","2415"
"2023-01-04 12:57","2398"
"2023-01-04 12:57","2326"
"2023-01-04 12:57","3628"
"2023-01-04 12:58","2320"
"2023-01-04 12:58","3651"
"2023-01-04 12:58","2428"
"2023-01-04 12:59","2377"
"2023-01-04 13:01","3628"
"2023-01-04 13:01","3644"
"2023-01-04 13:01","2305"
"2023-01-04 13:03","2383"
"2023-01-04 13:05","3640"
"2023-01-04 13:09","2321"
"2023-01-04 13:09","2342"
"2023-01-04 13:10","3606"
"2023-01-04 13:10","4906"
"2023-01-04 13:11","2418"
"2023-01-04 13:11","4918"
"2023-01-04 13:11","2384"
"2023-01-04 13:11","2359"
"2023-01-04 13:12","4902"
"2023-01-04 13:13","2429"
"2023-01-04 13:14","2364"
"2023-01-04 13:15","4906"
"2023-01-04 13:15","2302"
"2023-01-04 13:15","2358"
"2023-01-04 13:17","2377"
"2023-01-04 13:18","3628"
"2023-01-04 13:19","3651"
"2023-01-04 13:20","2426"
"2023-01-04 13:21","4919"
"2023-01-04 13:21","3649"
"2023-01-04 13:22","2308"
"2023-01-04 13:23","2332"
"2023-01-04 13:24","3646"
"2023-01-04 13:25","4918"
"2023-01-04 13:25","2324"
"2023-01-04 13:26","2404"
"2023-01-04 13:26","2390"
"2023-01-04 13:28","3614"
"2023-01-04 13:30","2330"
"2023-01-04 13:30","2310"
"2023-01-04 13:31","2410"
"2023-01-04 13:33","4906"
"2023-01-04 13:34","2328"
"2023-01-04 13:34","2408"
"2023-01-04 13:35","2349"
"2023-01-04 13:35","4914"
"2023-01-04 13:35","2426"
"2023-01-04 13:35","2342"
"2023-01-04 13:36","2344"
"2023-01-04 13:36","2305"
"2023-01-04 13:37","3614"
"2023-01-04 13:37","4915"
"2023-01-04 13:42","3612"
"2023-01-04 13:42","4915"
"2023-01-04 13:42","2409"
"2023-01-04 13:44","4902"
"2023-01-04 13:44","2340"
"2023-01-04 13:45","2332"
"2023-01-04 13:45","3614"
"2023-01-04 13:46","2310"
"2023-01-04 13:47","2318"
"2023-01-04 13:47","2360"
"2023-01-04 13:47","3615"
"2023-01-04 13:48","2305"
"2023-01-04 13:49","2324"
"2023-01-04 13:49","4906"
"2023-01-04 13:50","2328"
"2023-01-04 13:51","4906"
"2023-01-04 13:52","2373"
"2023-01-04 13:52","3647"
"2023-01-04 13:52","2359"
"2023-01-04 13:54","2329"
"2023-01-04 13:54","2431"
"2023-01-04 13:54","2382"
"2023-01-04 13:54","3636"
"2023-01-04 13:55","2306"
"2023-01-04 13:55","3647"
"2023-01-04 13:55","2319"
"2023-01-04 13:56","2308"
"2023-01-04 13:56","2377"
"2023-01-04 13:58","2375"
"2023-01-04 13:58","2428"
"2023-01-04 13:58","2340"
"2023-01-04 13:58","4911"
"2023-01-05 11:02","2392"
"2023-01-05 11:05","4907"
"2023-01-05 11:06","2368"
"2023-01-05 11:07","2394"
"2023-01-05 11:11","2377"
"2023-01-05 11:12","3604"
"2023-01-05 11:15","2319"
"2023-01-05 11:21","2404"
"2023-01-05 11:26","2342"
"2023-01-05 11:27","2310"
"2023-01-05 11:27","4906"
"2023-01-05 11:27","2369"
"2023-01-05 11:30","2408"
"2023-01-05 11:33","2398"
"2023-01-05 11:34","2340"
"2023-01-05 11:35","2375"
"2023-01-05 11:36","2305"
"2023-01-05 11:37","2431"
"2023-01-05 11:38","3643"
"2023-01-05 11:39","2422"
"2023-01-05 11:39","2373"
"2023-01-05 11:40","2333"
"2023-01-05 11:40","2377"
"2023-01-05 11:40","3614"
"2023-01-05 11:40","2377"
"2023-01-05 11:41","2377"
"2023-01-05 11:41","2377"
"2023-01-05 11:42","2332"
"2023-01-05 11:44","2330"
"2023-01-05 11:46","3640"
"2023-01-05 11:47","2323"
"2023-01-05 11:48","3630"
"2023-01-05 11:49","2421"
"2023-01-05 11:50","3622"
"2023-01-05 11:51","2385"
"2023-01-05 11:51","3615"
"2023-01-05 11:53","2332"
"2023-01-05 11:53","3643"
"2023-01-05 11:54","3628"
"2023-01-05 11:54","2315"
"2023-01-05 11:55","3606"
"2023-01-05 11:56","2339"
"2023-01-05 11:57","3636"
"2023-01-05 11:57","2320"
"2023-01-05 11:59","2327"
"2023-01-05 11:59","3646"
"2023-01-05 11:59","2389"
"2023-01-05 12:00","3627"
"2023-01-05 12:01","3602"
"2023-01-05 12:01","2310"
"2023-01-05 12:03","2325"
"2023-01-05 12:05","2303"
"2023-01-05 12:05","2327"
"2023-01-05 12:05","2351"
"2023-01-05 12:05","2430"
"2023-01-05 12:09","4905"
"2023-01-05 12:09","2313"
"2023-01-05 12:10","2375"
"2023-01-05 12:11","2377"
"2023-01-05 12:12","2373"
"2023-01-05 12:12","2375"
"2023-01-05 12:12","4906"
"2023-01-05 12:13","2325"
"2023-01-05 12:14","2404"
"2023-01-05 12:14","3611"
"2023-01-05 12:15","2372"
"2023-01-05 12:16","2308"
"2023-01-05 12:16","2307"
"2023-01-05 12:17","2415"
"2023-01-05 12:20","2311"
"2023-01-05 12:22","2306"
"2023-01-05 12:22","3614"
"2023-01-05 12:23","2416"
"2023-01-05 12:23","2348"
"2023-01-05 12:24","2308"
"2023-01-05 12:25","2414"
"2023-01-05 12:27","2348"
"2023-01-05 12:28","2415"
"2023-01-05 12:28","2415"
"2023-01-05 12:29","3628"
"2023-01-05 12:31","3624"
"2023-01-05 12:31","2426"
"2023-01-05 12:32","2327"
"2023-01-05 12:33","3627"
"2023-01-05 12:33","2382"
"2023-01-05 12:34","2368"
"2023-01-05 12:34","3628"
"2023-01-05 12:35","2341"
"2023-01-05 12:36","4914"
"2023-01-05 12:37","2342"
"2023-01-05 12:38","2305"
"2023-01-05 12:40","2365"
"2023-01-05 12:42","3614"
"2023-01-05 12:43","2414"
"2023-01-05 12:43","2415"
"2023-01-05 12:43","3651"
"2023-01-05 12:44","2430"
"2023-01-05 12:45","2332"
"2023-01-05 12:45","2428"
"2023-01-05 12:47","3634"
"2023-01-05 12:47","4906"
"2023-01-05 12:49","2431"
"2023-01-05 12:49","2373"
"2023-01-05 12:49","2321"
"2023-01-05 12:50","3634"
"2023-01-05 12:50","2303"
"2023-01-05 12:51","4914"
"2023-01-05 12:51","3611"
"2023-01-05 12:51","3612"
"2023-01-05 12:52","4913"
"2023-01-05 12:53","2417"
"2023-01-05 12:54","2329"
"2023-01-05 12:54","2329"
"2023-01-05 12:55","2331"
"2023-01-05 12:56","2332"
"2023-01-05 12:56","2414"
"2023-01-05 12:57","3641"
"2023-01-05 12:57","3637"
"2023-01-05 12:58","2415"
"2023-01-05 12:59","2415"
"2023-01-05 13:00","2336"
"2023-01-05 13:00","2352"
"2023-01-05 13:00","2340"
"2023-01-05 13:02","2381"
"2023-01-05 13:04","2357"
"2023-01-05 13:04","3618"
"2023-01-05 13:04","2373"
"2023-01-05 13:05","3614"
"2023-01-05 13:05","2334"
"2023-01-05 13:06","2312"
"2023-01-05 13:06","2419"
"2023-01-05 13:07","3640"
"2023-01-05 13:08","2335"
"2023-01-05 13:09","2325"
"2023-01-05 13:10","2333"
"2023-01-05 13:11","2385"
"2023-01-05 13:11","2389"
"2023-01-05 13:12","2430"
"2023-01-05 13:12","4917"
"2023-01-05 13:12","2330"
"2023-01-05 13:13","4914"
"2023-01-05 13:13","3628"
"2023-01-05 13:13","2330"
"2023-01-05 13:14","3606"
"2023-01-05 13:14","2341"
"2023-01-05 13:18","2348"
"2023-01-05 13:21","2416"
"2023-01-05 13:21","2409"
"2023-01-05 13:24","2420"
"2023-01-05 13:25","2414"
"2023-01-05 13:26","2414"
"2023-01-05 13:26","2405"
"2023-01-05 13:27","2372"
"2023-01-05 13:27","2372"
"2023-01-05 13:30","2414"
"2023-01-05 13:31","2372"
"2023-01-05 13:33","3615"
"2023-01-05 13:37","2365"
"2023-01-05 13:39","2431"
"2023-01-05 13:40","2414"
"2023-01-05 13:41","2323"
"2023-01-05 13:41","2332"
"2023-01-05 13:42","2372"
"2023-01-05 13:42","3644"
"2023-01-05 13:43","2408"
"2023-01-05 13:44","2417"
"2023-01-05 13:45","2332"
"2023-01-05 13:48","2328"
"2023-01-05 13:49","3609"
"2023-01-05 13:50","2415"
"2023-01-05 13:50","3636"
"2023-01-05 13:50","2313"
"2023-01-05 13:51","3614"
"2023-01-05 13:52","2375"
"2023-01-05 13:52","2315"
"2023-01-05 13:53","3637"
"2023-01-05 13:53","2324"
"2023-01-05 13:55","2319"
"2023-01-05 13:57","2306"
"2023-01-05 13:59","2308"
"2023-01-05 13:59","2342"
"2023-01-06 11:06","2390"
"2023-01-06 11:09","2373"
"2023-01-06 11:12","3606"
"2023-01-06 11:13","2415"
"2023-01-06 11:13","2310"
"2023-01-06 11:14","3606"
"2023-01-06 11:16","2320"
"2023-01-06 11:17","2320"
"2023-01-06 11:17","2429"
"2023-01-06 11:17","2384"
"2023-01-06 11:18","2404"
"2023-01-06 11:21","2330"
"2023-01-06 11:22","2308"
"2023-01-06 11:26","2429"
"2023-01-06 11:27","4902"
"2023-01-06 11:27","2336"
"2023-01-06 11:28","2369"
"2023-01-06 11:28","2426"
"2023-01-06 11:28","2429"
"2023-01-06 11:29","2330"
"2023-01-06 11:34","2344"
"2023-01-06 11:35","2324"
"2023-01-06 11:37","2340"
"2023-01-06 11:37","2306"
"2023-01-06 11:40","2421"
"2023-01-06 11:41","2411"
"2023-01-06 11:42","2369"
"2023-01-06 11:44","2406"
"2023-01-06 11:45","3602"
"2023-01-06 11:49","2364"
"2023-01-06 11:50","2418"
"2023-01-06 11:50","2431"
"2023-01-06 11:50","3643"
"2023-01-06 11:51","2357"
"2023-01-06 11:52","2405"
"2023-01-06 11:54","3606"
"2023-01-06 11:54","2418"
"2023-01-06 11:56","2373"
"2023-01-06 11:57","3628"
"2023-01-06 11:57","3630"
"2023-01-06 12:00","2365"
"2023-01-06 12:02","3628"
"2023-01-06 12:04","2327"
"2023-01-06 12:05","2320"
"2023-01-06 12:07","3644"
"2023-01-06 12:07","2409"
"2023-01-06 12:08","4901"
"2023-01-06 12:08","2327"
"2023-01-06 12:08","2335"
"2023-01-06 12:09","2340"
"2023-01-06 12:12","2382"
"2023-01-06 12:13","2325"
"2023-01-06 12:13","3611"
"2023-01-06 12:14","2428"
"2023-01-06 12:15","2342"
"2023-01-06 12:16","3640"
"2023-01-06 12:17","3628"
"2023-01-06 12:19","3628"
"2023-01-06 12:19","2356"
"2023-01-06 12:20","2348"
"2023-01-06 12:20","2413"
"2023-01-06 12:20","2415"
"2023-01-06 12:21","2373"
"2023-01-06 12:22","2323"
"2023-01-06 12:23","3624"
"2023-01-06 12:23","2351"
"2023-01-06 12:24","2325"
"2023-01-06 12:24","2335"
"2023-01-06 12:25","2328"
"2023-01-06 12:25","2415"
"2023-01-06 12:26","2365"
"2023-01-06 12:27","2359"
"2023-01-06 12:27","2389"
"2023-01-06 12:27","3647"
"2023-01-06 12:27","2414"
"2023-01-06 12:29","3636"
"2023-01-06 12:30","2350"
"2023-01-06 12:32","2385"
"2023-01-06 12:33","3628"
"2023-01-06 12:34","2325"
"2023-01-06 12:34","2306"
"2023-01-06 12:34","2342"
"2023-01-06 12:34","2368"
"2023-01-06 12:34","3641"
"2023-01-06 12:36","2357"
"2023-01-06 12:36","2324"
"2023-01-06 12:37","2320"
"2023-01-06 12:37","3651"
