split,station_id,station_name,주소,latitude,longitude,total_return_count,return_7_10_count,return_11_14_count,return_17_20_count,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,dominant_ratio,district_hypothesis
train_2023_2024,2341, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,6197,1319,1124,1759,0.21284492496369212,0.18137808617072776,0.283847022752945,0.283847022752945,주거지구 후보
train_2023_2024,2342, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,27933,6476,4684,7848,0.2318404754233344,0.16768696523824866,0.28095800665879067,0.28095800665879067,주거지구 후보
train_2023_2024,2344, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,9646,1213,1529,2956,0.12575160688368237,0.158511300020734,0.30644826871241965,0.30644826871241965,주거지구 후보
train_2023_2024,2347, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,2205,529,329,554,0.2399092970521542,0.1492063492063492,0.25124716553287985,0.25124716553287985,주거지구 후보
train_2023_2024,2348, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,37680,19146,5957,5752,0.5081210191082802,0.15809447983014863,0.15265392781316348,0.5081210191082802,업무/상업지구 후보
train_2023_2024,2349, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,5274,1056,1231,1257,0.20022753128555176,0.2334091770951839,0.23833902161547213,0.23833902161547213,주거지구 후보
train_2023_2024,2350, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,4215,588,722,1348,0.13950177935943062,0.1712930011862396,0.3198102016607355,0.3198102016607355,주거지구 후보
train_2023_2024,2351, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,6479,996,978,2478,0.15372742707207904,0.1509492205587282,0.3824664300046303,0.3824664300046303,주거지구 후보
train_2023_2024,2352, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,2042,567,540,447,0.2776689520078355,0.2644466209598433,0.21890303623898139,0.2776689520078355,업무/상업지구 후보
train_2023_2024,2353, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,8233,766,1604,2936,0.0930402040568444,0.19482570144540265,0.3566136280821086,0.3566136280821086,주거지구 후보
train_2023_2024,2354, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,3144,369,482,1182,0.11736641221374046,0.15330788804071246,0.37595419847328243,0.37595419847328243,주거지구 후보
train_2023_2024,2356, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,6198,766,1629,1752,0.12358825427557277,0.2628267182962246,0.28267182962245885,0.28267182962245885,주거지구 후보
train_2023_2024,2357, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,8582,2515,1803,1962,0.2930552318806805,0.21009088790491726,0.22861803775343742,0.2930552318806805,업무/상업지구 후보
train_2023_2024,2358, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,11198,1473,1535,3853,0.13154134666904804,0.13707804965172352,0.34407929987497765,0.34407929987497765,주거지구 후보
train_2023_2024,2359," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,13672,2360,1950,4291,0.17261556465769456,0.14262726740784085,0.31385313048566416,0.31385313048566416,주거지구 후보
train_2023_2024,2360, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,12675,2925,2499,3282,0.23076923076923078,0.19715976331360946,0.25893491124260354,0.25893491124260354,주거지구 후보
train_2023_2024,2362, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,11018,1188,2384,3674,0.10782356144490833,0.21637320747867125,0.3334543474314758,0.3334543474314758,주거지구 후보
train_2023_2024,2363, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,6182,1298,1215,1380,0.2099644128113879,0.19653833710773214,0.22322872856680687,0.22322872856680687,주거지구 후보
train_2023_2024,2364, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,9559,2507,1905,2051,0.26226592739826343,0.19928862851762735,0.21456219269798096,0.26226592739826343,업무/상업지구 후보
train_2023_2024,2365, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,13906,2809,2612,3155,0.2019991370631382,0.18783259024881346,0.2268804832446426,0.2268804832446426,주거지구 후보
train_2023_2024,2368, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,4821,652,1168,1471,0.13524165110972827,0.2422733872640531,0.3051234183779299,0.3051234183779299,주거지구 후보
train_2023_2024,2369, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,24800,5209,5205,6549,0.21004032258064517,0.2098790322580645,0.2640725806451613,0.2640725806451613,주거지구 후보
train_2023_2024,2370, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,7215,1388,1371,2312,0.19237699237699238,0.19002079002079003,0.3204435204435204,0.3204435204435204,주거지구 후보
train_2023_2024,2371, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,2983,565,589,809,0.18940663761314114,0.19745222929936307,0.271203486423064,0.271203486423064,주거지구 후보
train_2023_2024,2372, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,20002,3398,4370,5784,0.1698830116988301,0.21847815218478153,0.28917108289171084,0.28917108289171084,주거지구 후보
train_2023_2024,2373, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,11368,1440,2738,3462,0.1266713581984518,0.2408515130190007,0.3045390570021112,0.3045390570021112,주거지구 후보
train_2023_2024,2375, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,28822,9199,4502,6816,0.31916591492609814,0.15620012490458676,0.236486017625425,0.31916591492609814,업무/상업지구 후보
train_2023_2024,2376, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,11936,3929,2044,2685,0.32917225201072386,0.1712466487935657,0.22494973190348524,0.32917225201072386,업무/상업지구 후보
train_2023_2024,2377, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,40303,14768,6349,8893,0.36642433565739524,0.15753169739225367,0.22065354936357096,0.36642433565739524,업무/상업지구 후보
train_2023_2024,2380, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,7761,1593,1182,1693,0.20525705450328566,0.15229996134518747,0.21814199201133874,0.21814199201133874,주거지구 후보
train_2023_2024,2381, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,8611,1256,1441,2491,0.14585994657995588,0.16734409476251305,0.2892811520148647,0.2892811520148647,주거지구 후보
train_2023_2024,2382, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,9252,1251,1622,3125,0.13521400778210116,0.1753134457414613,0.3377648076091656,0.3377648076091656,주거지구 후보
train_2023_2024,2383, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,5799,1287,886,1376,0.22193481634764614,0.1527849629246422,0.23728229005000862,0.23728229005000862,주거지구 후보
train_2023_2024,2384, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,29643,2751,3775,12523,0.09280437202712276,0.1273487838612826,0.42246061464764023,0.42246061464764023,주거지구 후보
train_2023_2024,2385, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,9752,1143,1857,3081,0.11720672682526662,0.190422477440525,0.315935192780968,0.315935192780968,주거지구 후보
train_2023_2024,2386, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,3468,546,629,985,0.157439446366782,0.18137254901960784,0.2840253748558247,0.2840253748558247,주거지구 후보
train_2023_2024,2387, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,17134,2493,2913,6090,0.1455001750904634,0.17001283996731645,0.3554336407143691,0.3554336407143691,주거지구 후보
train_2023_2024,2388, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,4238,832,741,1322,0.19631901840490798,0.17484662576687116,0.3119395941481831,0.3119395941481831,주거지구 후보
train_2023_2024,2389, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,16000,2216,2496,5061,0.1385,0.156,0.3163125,0.3163125,주거지구 후보
train_2023_2024,2390, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,10130,1321,1127,3775,0.13040473840078973,0.11125370187561698,0.37265547877591315,0.37265547877591315,주거지구 후보
train_2023_2024,2391, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,120,21,24,31,0.175,0.2,0.25833333333333336,0.25833333333333336,주거지구 후보
train_2023_2024,2392, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,789,169,112,217,0.21419518377693283,0.14195183776932827,0.2750316856780735,0.2750316856780735,주거지구 후보
train_2023_2024,2394, 개포래미안포레스트아파트 107동 앞,강남구 개포로 264,37.48025131,127.05419159,13901,1157,1698,5908,0.08323142219984174,0.1221494856485145,0.4250053952953025,0.4250053952953025,주거지구 후보
train_2023_2024,2396, 영동3교 북단(우성캐릭터 앞 보도),강남구 도곡동 466,37.48574066,127.05104828,8357,1028,1631,2780,0.12301064975469667,0.19516572932870646,0.3326552590642575,0.3326552590642575,주거지구 후보
train_2023_2024,2398, 더라움,강남구 역삼동 801-7,37.50811005,127.0394516,4461,1136,694,929,0.25465142344765745,0.15557049988791752,0.20824927146379735,0.25465142344765745,업무/상업지구 후보
train_2023_2024,2401, 밀알학교 입구 (삼성서울병원 입구),강남구 일원동 128-10,37.48656082,127.08267212,3470,711,632,880,0.2048991354466859,0.18213256484149856,0.25360230547550433,0.25360230547550433,주거지구 후보
train_2023_2024,2403, 공무원연금매점 교차로 (개포주공9단지 입구),강남구 일원동 703-2,37.48871994,127.07453918,18227,1524,2662,6835,0.08361222362429363,0.1460470730235365,0.37499314204202555,0.37499314204202555,주거지구 후보
train_2023_2024,2404, 대모산입구역 4번 출구 앞,강남구 일원동 700-1,37.49180984,127.07315826,31517,4578,4499,10322,0.14525494177745343,0.1427483580290002,0.327505790525748,0.327505790525748,주거지구 후보
train_2023_2024,2405, 청담공원앞 교차로,강남구 삼성동 111-44,37.51871109,127.05084991,7317,446,800,3630,0.06095394287276206,0.10933442667760011,0.4961049610496105,0.4961049610496105,주거지구 후보
train_2023_2024,2406, 논현동 광명빌딩 앞,강남구 논현동 279,37.5175705,127.02364349,4378,742,1147,1239,0.16948378254910917,0.26199177706715393,0.28300593878483327,0.28300593878483327,주거지구 후보
train_2023_2024,2407, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구 역삼동 804,37.49847031,127.03011322,17033,3127,3792,5104,0.18358480596489168,0.22262666588387248,0.29965361357365117,0.29965361357365117,주거지구 후보
train_2023_2024,2408, 강남한양수자인아파트,강남구 자곡로 260,37.4773407,127.11327362,8886,896,1253,3487,0.1008327706504614,0.14100832770650462,0.39241503488633805,0.39241503488633805,주거지구 후보
train_2023_2024,2409, 역삼동 디오슈페리움 (우성아파트 사거리),강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.03074646,13121,2404,2364,4201,0.1832177425501105,0.18016919442115692,0.32017376724335034,0.32017376724335034,주거지구 후보
train_2023_2024,2410, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.03375244,10856,3149,2484,2394,0.29007000736919675,0.2288135593220339,0.2205232129697863,0.29007000736919675,업무/상업지구 후보
train_2023_2024,2411, 세곡동 성당,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.11222839,11494,1593,1871,4117,0.13859404906907952,0.1627805811727858,0.35818688011136246,0.35818688011136246,주거지구 후보
train_2023_2024,2413,도곡역 1번 출구,남부순환로 2814,37.49095917,127.05498505,21068,4496,3575,6852,0.21340421492310613,0.1696886273020695,0.325232580216442,0.325232580216442,주거지구 후보
train_2023_2024,2414, 도곡역 아카데미스위트 앞,언주로30길 21,37.48897171,127.05182648,28885,8730,6390,6382,0.3022329929028908,0.22122208758871387,0.2209451272286654,0.3022329929028908,업무/상업지구 후보
train_2023_2024,2415,한티역 롯데백화점 앞,선릉로 228,37.49667358,127.05342865,20830,2434,4745,6986,0.11685069611137781,0.22779644743158906,0.3353816610657705,0.3353816610657705,주거지구 후보
train_2023_2024,2416,한티역 6번 출구,선릉로 227,37.4958992,127.05219269,9778,1425,1819,3551,0.14573532419717733,0.18602986295766005,0.36316220085907136,0.36316220085907136,주거지구 후보
train_2023_2024,2417,선정릉 디캠프(D.CAMP)앞,선릉로 551,37.50799942,127.04524994,5272,935,814,1531,0.17735204855842185,0.15440060698027314,0.290402124430956,0.290402124430956,주거지구 후보
train_2023_2024,2418,봉은사역 7번 출구,봉은사로 601,37.51393509,127.05982208,13532,1885,2653,5512,0.13929943836831216,0.19605379840378362,0.40733077150458175,0.40733077150458175,주거지구 후보
train_2023_2024,2419,"봉은사역 1,2번 출구",봉은사로 601,37.51430893,127.05970001,11026,1808,1977,3379,0.16397605659350625,0.17930346453836388,0.306457464175585,0.306457464175585,주거지구 후보
train_2023_2024,2420,학여울역 사거리(LG베스트샵 앞),영동대로 202,37.49689484,127.07013702,12964,1388,1846,5766,0.10706572045664918,0.1423943227398951,0.4447701326751003,0.4447701326751003,주거지구 후보
train_2023_2024,2421, 신논현역 4번출구,봉은사로 110,37.504673,127.02579498,7452,668,1444,3330,0.08964036500268384,0.1937734836285561,0.4468599033816425,0.4468599033816425,주거지구 후보
train_2023_2024,2422,수서동 성당 맞은편,광평로34길 202,37.48416901,127.09484863,12177,2318,1897,3969,0.19035887328570256,0.15578549724891189,0.3259423503325942,0.3259423503325942,주거지구 후보
train_2023_2024,2423,영희초교 사거리(래미안개포루체하임),개포로110길 50,37.4908371,127.08065033,28836,3170,5289,9142,0.10993202940768484,0.18341656263004577,0.31703426272714663,0.31703426272714663,주거지구 후보
train_2023_2024,2425,세곡동 사거리(대왕초등학교 정류장),헌릉로618길 8,37.46461868,127.10684967,3714,711,632,961,0.19143780290791598,0.17016693591814755,0.2587506731287022,0.2587506731287022,주거지구 후보
train_2023_2024,2426,강남한신휴플러스 6단지,강남구 율현동 333-1,37.46829605,127.10469818,11291,957,1433,4092,0.08475777167655654,0.12691524222832345,0.362412540961828,0.362412540961828,주거지구 후보
train_2023_2024,2427,개포고등학교 정문앞,강남구 개포로402,37.48485184,127.0583725,12717,2161,2054,3672,0.16993001494063065,0.16151608083667532,0.28874734607218683,0.28874734607218683,주거지구 후보
train_2023_2024,2430,강남파이낸스센터앞(역삼역2번출구),테헤란로152,37.50024414,127.03605652,7755,1533,1961,2051,0.197678916827853,0.25286911669890394,0.26447453255963893,0.26447453255963893,주거지구 후보
train_2023_2024,2431,대치역 7번출구,남부순환로155,37.49411774,127.06290436,31274,5184,6478,9021,0.16576069578563662,0.207136918846326,0.28845047003901003,0.28845047003901003,주거지구 후보
train_2023_2024,3602, 한국지역난방공사강남지사,양재대로 781,37.49229431,127.09433746,10022,4850,1215,1955,0.4839353422470565,0.12123328676910797,0.19507084414288564,0.4839353422470565,업무/상업지구 후보
train_2023_2024,3604, 삼성중앙역 5번출구,삼성동145-1,37.51296234,127.05386353,13049,3458,2031,4362,0.26500114951337267,0.15564411065982067,0.3342784887730861,0.3342784887730861,주거지구 후보
train_2023_2024,3606, 신사동주민센터 옆,압구정로 130,37.52422714,127.02285004,11268,2300,2213,3290,0.20411785587504438,0.19639687610933618,0.29197728079517216,0.29197728079517216,주거지구 후보
train_2023_2024,3609, 언주초등학교 입구,남부순환로2641,37.48536682,127.03849792,8496,1720,1571,2307,0.2024482109227872,0.1849105461393597,0.2715395480225989,0.2715395480225989,주거지구 후보
train_2023_2024,3610, 윗반마을 입구,세곡동 97-3,37.46534729,127.1088028,2338,400,470,617,0.1710863986313088,0.20102651839178784,0.26390076988879385,0.26390076988879385,주거지구 후보
train_2023_2024,3611, 방죽마을 입구,율현동 264-5,37.47123337,127.10721588,6183,1713,971,1617,0.27704997573993206,0.15704350638848455,0.26152353226589037,0.27704997573993206,업무/상업지구 후보
train_2023_2024,3612, 은곡마을,세곡동 548(도담공원~행복공원 사이),37.46726227,127.09801483,13082,2706,2393,4148,0.20684910564133924,0.18292310044335727,0.3170768995566427,0.3170768995566427,주거지구 후보
train_2023_2024,3614, 은마아파트 입구 사거리,삼성로237(정성한줄 대치점 앞),37.49840164,127.06093597,26742,5020,5982,7730,0.18771969187046594,0.2236930670854835,0.28905840999177324,0.28905840999177324,주거지구 후보
train_2023_2024,3615, 서울 논현동우체국 앞,학동로212,37.51446152,127.0326004,5020,492,1055,1761,0.09800796812749003,0.2101593625498008,0.350796812749004,0.350796812749004,주거지구 후보
train_2023_2024,3616, 역삼중학교 앞(체육관 방향),도곡로43길 10,37.49526215,127.04950714,5992,571,1209,1922,0.09529372496662217,0.2017690253671562,0.32076101468624835,0.32076101468624835,주거지구 후보
train_2023_2024,3618, 서울율현초교 삼거리,밤고개로 231,37.47364044,127.10702515,14453,1730,2532,5289,0.11969833252611914,0.17518854217117552,0.3659447865495053,0.3659447865495053,주거지구 후보
train_2023_2024,3620, 청담역 11번 출구,학동로87길 7,37.51925659,127.0515976,1346,82,191,588,0.06092124814264487,0.14190193164933135,0.43684992570579495,0.43684992570579495,주거지구 후보
train_2023_2024,3621, 휘문고교 사거리,영동대로 319,37.50286484,127.06594086,3268,1023,747,700,0.3130354957160343,0.22858017135862913,0.2141982864137087,0.3130354957160343,업무/상업지구 후보
train_2023_2024,3622, 은마아파트입구 사거리(1),삼성로 312,37.49986649,127.0605011,5195,817,929,1550,0.15726660250240615,0.17882579403272378,0.2983638113570741,0.2983638113570741,주거지구 후보
train_2023_2024,3623, 일원에코파크 앞(개포로 방면),개포로 670,37.49587631,127.08650208,6171,819,999,2401,0.1327175498298493,0.16188624210014585,0.38907794522767786,0.38907794522767786,주거지구 후보
train_2023_2024,3624, 대모산입구역 7번 출구 앞,개포로 522(사진참고),37.49017715,127.07305908,4038,335,810,1350,0.0829618623080733,0.20059435364041606,0.3343239227340267,0.3343239227340267,주거지구 후보
train_2023_2024,3627, 압구정나들목,압구정동 507,37.53075027,127.04160309,19801,1864,2793,7424,0.09413665976465835,0.1410534821473663,0.3749305590626736,0.3749305590626736,주거지구 후보
train_2023_2024,3628, 역삼1동 주민센터,역삼로 7길 16,37.49521255,127.03302765,21191,6451,4385,4571,0.304421688452645,0.2069274692086263,0.21570478033127272,0.304421688452645,업무/상업지구 후보
train_2023_2024,3629, 청담사거리(신한오피스텔빌딩 앞),도산대로 510,37.52416229,127.0489502,7950,2218,1268,1539,0.2789937106918239,0.15949685534591196,0.19358490566037737,0.2789937106918239,업무/상업지구 후보
