station_id,mapped_dong_code,mapped_dong_name,morning_net_inflow,evening_net_inflow,subway_distance_m,bus_stop_count_300m,life_pop_7_10_mean,life_pop_11_14_mean,life_pop_17_20_mean,station_name,주소,latitude,longitude,total_return_count,return_7_10_count,return_11_14_count,return_17_20_count,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,dominant_ratio,district_hypothesis
2317,11680580,삼성1동,241.0,724.0,557.0782178184421,20,44052.2044621751,68106.46228580711,46531.80653272913, 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,7886,1178,1469,2727,0.1493786457012427,0.18627948262744104,0.3458026883083946,0.3458026883083946,주거지구 후보
2318,11680580,삼성1동,-270.0,-269.0,166.57297561818308,16,44052.2044621751,68106.46228580711,46531.80653272913, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,2620,437,539,790,0.166793893129771,0.20572519083969465,0.3015267175572519,0.3015267175572519,주거지구 후보
2319,11680590,삼성2동,3096.0,-1423.0,553.4290212076004,40,43883.83807841997,47708.349203659374,38582.2189622435, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,13313,4402,3042,2390,0.33065424772778484,0.2284984601517314,0.17952377375497633,0.33065424772778484,업무/상업지구 후보
2320,11680600,대치1동,248.0,382.0,174.4177059112112,32,27048.917656600548,28649.684428112178,33072.03014121067, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,12008,1635,2538,3537,0.13615922718187876,0.2113590939373751,0.29455363091272485,0.29455363091272485,주거지구 후보
2321,11680610,대치2동,-914.0,240.0,118.34789748598486,28,54042.53933621752,64417.24090506156,55294.00449155267, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,8257,961,1579,2595,0.11638609664527068,0.19123168220903475,0.31427879375075696,0.31427879375075696,주거지구 후보
2323,11680610,대치2동,5101.0,-3404.0,685.5983061163457,28,54042.53933621752,64417.24090506156,55294.00449155267, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,10069,5885,1653,1116,0.5844671764822723,0.16416724600258217,0.11083523686562717,0.5844671764822723,업무/상업지구 후보
2324,11680610,대치2동,623.0,603.0,570.0386388309337,32,54042.53933621752,64417.24090506156,55294.00449155267, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,17720,3041,3704,5149,0.17161399548532733,0.20902934537246048,0.2905756207674944,0.2905756207674944,주거지구 후보
2325,11680630,대치4동,514.0,678.0,589.106388130041,24,39589.97909316005,50739.38959329685,50623.27934124487, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,17639,2582,4205,5725,0.14638018028232894,0.2383921991042576,0.324564884630648,0.324564884630648,주거지구 후보
2326,11680630,대치4동,-842.0,-1062.0,813.6697752894522,24,39589.97909316005,50739.38959329685,50623.27934124487, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,8227,1162,1539,2604,0.14124225112434666,0.18706697459584296,0.31651877962805397,0.31651877962805397,주거지구 후보
2327,11680640,역삼1동,3382.0,-2262.0,708.8350334148257,48,112062.8253233242,150148.66741761286,117683.77599746925, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,16593,5741,2905,3746,0.3459892725848249,0.17507382631230037,0.2257578496956548,0.3459892725848249,업무/상업지구 후보
2328,11680640,역삼1동,739.0,-443.0,497.14653847414985,32,112062.8253233242,150148.66741761286,117683.77599746925, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,12169,3636,2475,2647,0.2987920124907552,0.20338565206672693,0.21751992768510148,0.2987920124907552,업무/상업지구 후보
2329,11680650,역삼2동,810.0,-214.0,491.4633332632663,32,58832.34507924077,63507.11466898085,51546.29168211355, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,9854,2748,2224,1962,0.27887152425411,0.2256951491779988,0.19910696163994318,0.27887152425411,업무/상업지구 후보
2330,11680640,역삼1동,-217.0,-83.0,870.0485363673814,24,112062.8253233242,150148.66741761286,117683.77599746925, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,9774,1549,1864,2990,0.1584816861059955,0.19071004706363823,0.3059136484550849,0.3059136484550849,주거지구 후보
2331,11680650,역삼2동,-39.0,-339.0,757.0745600229556,36,58832.34507924077,63507.11466898085,51546.29168211355, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,10542,2748,1937,2894,0.26067159931701767,0.18374122557389488,0.27452096376399165,0.27452096376399165,주거지구 후보
2332,11680650,역삼2동,-1550.0,2299.0,83.24954956357365,36,58832.34507924077,63507.11466898085,51546.29168211355, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,31040,4483,6922,10145,0.14442654639175256,0.22300257731958764,0.32683634020618557,0.32683634020618557,주거지구 후보
2333,11680655,도곡1동,-3212.0,-1006.0,77.10226190996563,52,39281.57394435705,39291.80882322161,35228.0752125855, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,8669,1002,1427,3393,0.11558426577459914,0.1646095282039451,0.39139462452416657,0.39139462452416657,주거지구 후보
2334,11680655,도곡1동,312.0,-254.0,674.1851780358561,40,39281.57394435705,39291.80882322161,35228.0752125855, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,4439,1425,982,854,0.32101824735300744,0.2212209957197567,0.1923856724487497,0.32101824735300744,업무/상업지구 후보
2335,11680656,도곡2동,2844.0,-1277.0,20.048936576497542,44,30059.92420273598,30812.346695554035,27148.728534678525, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,35739,11470,5974,9471,0.3209379109656118,0.16715632782114775,0.26500461680517085,0.3209379109656118,업무/상업지구 후보
2336,11680656,도곡2동,-59.0,-165.0,526.6425846801769,36,30059.92420273598,30812.346695554035,27148.728534678525, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,7834,1598,1771,1773,0.20398263977533826,0.226065866734746,0.226321164156242,0.226321164156242,주거지구 후보
2337,11680670,개포2동,-1673.0,529.0,102.16525118204883,20,33161.69160892613,29830.0458876197,29875.256968433652, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,8313,941,1204,3052,0.11319619872488873,0.14483339348009142,0.36713581137976664,0.36713581137976664,주거지구 후보
2339,11680690,개포4동,-1948.0,713.0,637.2629266381015,20,16659.15076863885,15720.087848119014,14737.072746306429, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,9178,884,1395,3520,0.09631728045325778,0.15199389845282196,0.38352582261930707,0.38352582261930707,주거지구 후보
2340,11680690,개포4동,3313.0,-1128.0,1023.7301686184046,40,16659.15076863885,15720.087848119014,14737.072746306429, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,33055,8660,4286,8723,0.2619875964301921,0.1296626834064438,0.2638935108153078,0.2638935108153078,주거지구 후보
2341,11680720,일원본동,-820.0,-2311.0,63.51307280279197,36,26030.51044035568,24286.366290218877,20233.524569528046, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,6197,1319,1124,1759,0.21284492496369212,0.18137808617072776,0.283847022752945,0.283847022752945,주거지구 후보
2342,11680740,일원2동(현 개포3동),-157.0,-1149.0,54.855485672527735,20,18222.67470047879,16404.544954240766,16417.981814261286, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,27933,6476,4684,7848,0.2318404754233344,0.16768696523824866,0.28095800665879067,0.28095800665879067,주거지구 후보
2344,11680700,세곡동,-463.0,674.0,2350.0345617595735,56,46016.29151874145,40696.17679541724,42582.81225133379, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,9646,1213,1529,2956,0.12575160688368237,0.158511300020734,0.30644826871241965,0.30644826871241965,주거지구 후보
2347,11680531,논현2동,-121.0,-1173.0,523.587492317641,8,48771.59621426129,62230.2112386115,48357.27645215458, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,2205,529,329,554,0.2399092970521542,0.1492063492063492,0.25124716553287985,0.25124716553287985,주거지구 후보
2348,11680580,삼성1동,16019.0,-7627.0,584.3595573163827,48,44052.2044621751,68106.46228580711,46531.80653272913, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,37680,19146,5957,5752,0.5081210191082802,0.15809447983014863,0.15265392781316348,0.5081210191082802,업무/상업지구 후보
2349,11680640,역삼1동,-3425.0,-1500.0,212.59809288426536,20,112062.8253233242,150148.66741761286,117683.77599746925, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,5274,1056,1231,1257,0.20022753128555176,0.2334091770951839,0.23833902161547213,0.23833902161547213,주거지구 후보
2350,11680650,역삼2동,-196.0,199.0,465.6215593980464,32,58832.34507924077,63507.11466898085,51546.29168211355, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,4215,588,722,1348,0.13950177935943062,0.1712930011862396,0.3198102016607355,0.3198102016607355,주거지구 후보
2351,11680720,일원본동,-502.0,-55.0,409.7781665443803,24,26030.51044035568,24286.366290218877,20233.524569528046, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,6479,996,978,2478,0.15372742707207904,0.1509492205587282,0.3824664300046303,0.3824664300046303,주거지구 후보
2352,11680531,논현2동,-210.0,-1332.0,477.5023720879165,20,48771.59621426129,62230.2112386115,48357.27645215458, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,2042,567,540,447,0.2776689520078355,0.2644466209598433,0.21890303623898139,0.2776689520078355,업무/상업지구 후보
2353,11680531,논현2동,-2184.0,-310.0,80.10290388777916,36,48771.59621426129,62230.2112386115,48357.27645215458, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,8233,766,1604,2936,0.0930402040568444,0.19482570144540265,0.3566136280821086,0.3566136280821086,주거지구 후보
2354,11680580,삼성1동,-325.0,473.0,304.61175833064755,28,44052.2044621751,68106.46228580711,46531.80653272913, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,3144,369,482,1182,0.11736641221374046,0.15330788804071246,0.37595419847328243,0.37595419847328243,주거지구 후보
2356,11680590,삼성2동,-996.0,-399.0,526.6025037772324,8,43883.83807841997,47708.349203659374,38582.2189622435, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,6198,766,1629,1752,0.12358825427557277,0.2628267182962246,0.28267182962245885,0.28267182962245885,주거지구 후보
2357,11680650,역삼2동,572.0,-271.0,545.5534931457897,32,58832.34507924077,63507.11466898085,51546.29168211355, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,8582,2515,1803,1962,0.2930552318806805,0.21009088790491726,0.22861803775343742,0.2930552318806805,업무/상업지구 후보
2358,11680660,개포1동,-1608.0,687.0,746.8672725633135,40,16192.291096272227,13926.620198700411,13720.607396203832, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,11198,1473,1535,3853,0.13154134666904804,0.13707804965172352,0.34407929987497765,0.34407929987497765,주거지구 후보
2359,11680690,개포4동,-878.0,488.0,1224.2015034746055,36,16659.15076863885,15720.087848119014,14737.072746306429," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,13672,2360,1950,4291,0.17261556465769456,0.14262726740784085,0.31385313048566416,0.31385313048566416,주거지구 후보
2360,11680650,역삼2동,84.0,-321.0,806.3449231239393,32,58832.34507924077,63507.11466898085,51546.29168211355, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,12675,2925,2499,3282,0.23076923076923078,0.19715976331360946,0.25893491124260354,0.25893491124260354,주거지구 후보
2362,11680510,신사동,-11.0,446.0,252.0057639158714,16,34711.2626499658,47294.58111371408,44266.38985273598, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,11018,1188,2384,3674,0.10782356144490833,0.21637320747867125,0.3334543474314758,0.3334543474314758,주거지구 후보
2363,11680521,논현1동,440.0,-445.0,656.5945688116032,20,43807.05390064979,51912.863196648424,45663.3832001026, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,6182,1298,1215,1380,0.2099644128113879,0.19653833710773214,0.22322872856680687,0.22322872856680687,주거지구 후보
2364,11680545,압구정동,1037.0,-1410.0,715.8232221238064,28,40653.44209463064,53924.654357660744,48026.726367510266, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,9559,2507,1905,2051,0.26226592739826343,0.19928862851762735,0.21456219269798096,0.26226592739826343,업무/상업지구 후보
2365,11680545,압구정동,1203.0,-520.0,488.7472821092144,28,40653.44209463064,53924.654357660744,48026.726367510266, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,13906,2809,2612,3155,0.2019991370631382,0.18783259024881346,0.2268804832446426,0.2268804832446426,주거지구 후보
2368,11680655,도곡1동,-719.0,-546.0,551.2932724174635,16,39281.57394435705,39291.80882322161,35228.0752125855, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,4821,652,1168,1471,0.13524165110972827,0.2422733872640531,0.3051234183779299,0.3051234183779299,주거지구 후보
2369,11680630,대치4동,684.0,807.0,364.1540634452012,36,39589.97909316005,50739.38959329685,50623.27934124487, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,24800,5209,5205,6549,0.21004032258064517,0.2098790322580645,0.2640725806451613,0.2640725806451613,주거지구 후보
2370,11680600,대치1동,-25.0,133.0,130.5227810191877,36,27048.917656600548,28649.684428112178,33072.03014121067, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,7215,1388,1371,2312,0.19237699237699238,0.19002079002079003,0.3204435204435204,0.3204435204435204,주거지구 후보
2371,11680531,논현2동,-451.0,-1167.0,312.07670732911333,28,48771.59621426129,62230.2112386115,48357.27645215458, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,2983,565,589,809,0.18940663761314114,0.19745222929936307,0.271203486423064,0.271203486423064,주거지구 후보
2372,11680610,대치2동,376.0,424.0,18.55501612903316,32,54042.53933621752,64417.24090506156,55294.00449155267, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,20002,3398,4370,5784,0.1698830116988301,0.21847815218478153,0.28917108289171084,0.28917108289171084,주거지구 후보
2373,11680670,개포2동,-545.0,94.0,52.99182799044995,28,33161.69160892613,29830.0458876197,29875.256968433652, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,11368,1440,2738,3462,0.1266713581984518,0.2408515130190007,0.3045390570021112,0.3045390570021112,주거지구 후보
2375,11680750,수서동,3740.0,-1246.0,39.78317144234957,52,25623.445430950753,26558.29152739398,23695.385420314637, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,28822,9199,4502,6816,0.31916591492609814,0.15620012490458676,0.236486017625425,0.31916591492609814,업무/상업지구 후보
2376,11680750,수서동,2548.0,-1985.0,106.56735714777216,52,25623.445430950753,26558.29152739398,23695.385420314637, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,11936,3929,2044,2685,0.32917225201072386,0.1712466487935657,0.22494973190348524,0.32917225201072386,업무/상업지구 후보
2377,11680750,수서동,10143.0,-3075.0,37.046495328444145,64,25623.445430950753,26558.29152739398,23695.385420314637, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,40303,14768,6349,8893,0.36642433565739524,0.15753169739225367,0.22065354936357096,0.36642433565739524,업무/상업지구 후보
2380,11680590,삼성2동,-110.0,-234.0,376.6322208032294,20,43883.83807841997,47708.349203659374,38582.2189622435, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,7761,1593,1182,1693,0.20525705450328566,0.15229996134518747,0.21814199201133874,0.21814199201133874,주거지구 후보
2381,11680640,역삼1동,-480.0,336.0,117.51405591928238,36,112062.8253233242,150148.66741761286,117683.77599746925, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,8611,1256,1441,2491,0.14585994657995588,0.16734409476251305,0.2892811520148647,0.2892811520148647,주거지구 후보
2382,11680650,역삼2동,11.0,97.0,389.68988849129255,32,58832.34507924077,63507.11466898085,51546.29168211355, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,9252,1251,1622,3125,0.13521400778210116,0.1753134457414613,0.3377648076091656,0.3377648076091656,주거지구 후보
2383,11680700,세곡동,-123.0,259.0,2140.420978538258,36,46016.29151874145,40696.17679541724,42582.81225133379, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,5799,1287,886,1376,0.22193481634764614,0.1527849629246422,0.23728229005000862,0.23728229005000862,주거지구 후보
2384,11680700,세곡동,-6238.0,5340.0,1211.79104569624,32,46016.29151874145,40696.17679541724,42582.81225133379, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,29643,2751,3775,12523,0.09280437202712276,0.1273487838612826,0.42246061464764023,0.42246061464764023,주거지구 후보
2385,11680521,논현1동,-1115.0,469.0,136.27778444397282,20,43807.05390064979,51912.863196648424,45663.3832001026, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,9752,1143,1857,3081,0.11720672682526662,0.190422477440525,0.315935192780968,0.315935192780968,주거지구 후보
2386,11680531,논현2동,-578.0,-603.0,275.5574768692353,32,48771.59621426129,62230.2112386115,48357.27645215458, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,3468,546,629,985,0.157439446366782,0.18137254901960784,0.2840253748558247,0.2840253748558247,주거지구 후보
2387,11680700,세곡동,-918.0,1594.0,1619.261288941875,12,46016.29151874145,40696.17679541724,42582.81225133379, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,17134,2493,2913,6090,0.1455001750904634,0.17001283996731645,0.3554336407143691,0.3554336407143691,주거지구 후보
2388,11680580,삼성1동,-2743.0,-1279.0,325.2626696590125,24,44052.2044621751,68106.46228580711,46531.80653272913, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,4238,832,741,1322,0.19631901840490798,0.17484662576687116,0.3119395941481831,0.3119395941481831,주거지구 후보
2389,11680670,개포2동,-2582.0,1574.0,342.63816251642027,40,33161.69160892613,29830.0458876197,29875.256968433652, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,16000,2216,2496,5061,0.1385,0.156,0.3163125,0.3163125,주거지구 후보
2390,11680670,개포2동,-1332.0,1542.0,758.5163722276855,28,33161.69160892613,29830.0458876197,29875.256968433652, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,10130,1321,1127,3775,0.13040473840078973,0.11125370187561698,0.37265547877591315,0.37265547877591315,주거지구 후보
2391,11680660,개포1동,-53.0,-53.0,1208.6450961493945,20,16192.291096272227,13926.620198700411,13720.607396203832, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,120,21,24,31,0.175,0.2,0.25833333333333336,0.25833333333333336,주거지구 후보
2392,11680690,개포4동,-397.0,-402.0,1407.5934896954195,20,16659.15076863885,15720.087848119014,14737.072746306429, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,789,169,112,217,0.21419518377693283,0.14195183776932827,0.2750316856780735,0.2750316856780735,주거지구 후보
2394,11680690,개포4동,-4005.0,1910.0,840.2215761656321,44,16659.15076863885,15720.087848119014,14737.072746306429, 개포래미안포레스트아파트 107동 앞,강남구 개포로 264,37.48025131,127.05419159,13901,1157,1698,5908,0.08323142219984174,0.1221494856485145,0.4250053952953025,0.4250053952953025,주거지구 후보
2396,11680656,도곡2동,-461.0,171.0,400.69332707356256,16,30059.92420273598,30812.346695554035,27148.728534678525, 영동3교 북단(우성캐릭터 앞 보도),강남구 도곡동 466,37.48574066,127.05104828,8357,1028,1631,2780,0.12301064975469667,0.19516572932870646,0.3326552590642575,0.3326552590642575,주거지구 후보
2398,11680640,역삼1동,-477.0,-424.0,469.06607780223993,20,112062.8253233242,150148.66741761286,117683.77599746925, 더라움,강남구 역삼동 801-7,37.50811005,127.0394516,4461,1136,694,929,0.25465142344765745,0.15557049988791752,0.20824927146379735,0.25465142344765745,업무/상업지구 후보
2401,11680720,일원본동,-279.0,-780.0,354.28387986928414,44,26030.51044035568,24286.366290218877,20233.524569528046, 밀알학교 입구 (삼성서울병원 입구),강남구 일원동 128-10,37.48656082,127.08267212,3470,711,632,880,0.2048991354466859,0.18213256484149856,0.25360230547550433,0.25360230547550433,주거지구 후보
2403,11680670,개포2동,-3853.0,2021.0,335.84292860270557,27,33161.69160892613,29830.0458876197,29875.256968433652, 공무원연금매점 교차로 (개포주공9단지 입구),강남구 일원동 703-2,37.48871994,127.07453918,18227,1524,2662,6835,0.08361222362429363,0.1460470730235365,0.37499314204202555,0.37499314204202555,주거지구 후보
2404,11680740,일원2동(현 개포3동),-3315.0,1910.0,62.08504272340149,24,18222.67470047879,16404.544954240766,16417.981814261286, 대모산입구역 4번 출구 앞,강남구 일원동 700-1,37.49180984,127.07315826,31517,4578,4499,10322,0.14525494177745343,0.1427483580290002,0.327505790525748,0.327505790525748,주거지구 후보
2405,11680580,삼성1동,-8110.0,-119.0,232.17342928824493,28,44052.2044621751,68106.46228580711,46531.80653272913, 청담공원앞 교차로,강남구 삼성동 111-44,37.51871109,127.05084991,7317,446,800,3630,0.06095394287276206,0.10933442667760011,0.4961049610496105,0.4961049610496105,주거지구 후보
2406,11680521,논현1동,262.0,-504.0,340.3021643837825,16,43807.05390064979,51912.863196648424,45663.3832001026, 논현동 광명빌딩 앞,강남구 논현동 279,37.5175705,127.02364349,4378,742,1147,1239,0.16948378254910917,0.26199177706715393,0.28300593878483327,0.28300593878483327,주거지구 후보
