feature,month,left_year,right_year,corr,nrmse,high_similarity_flag
bike_change_rollmean_168,1,2023,2024,-0.7192275703504358,3.833068364229677,False
bike_change_rollmean_168,1,2023,2025,0.6837726028166715,2.499037708355561,False
bike_change_rollmean_168,1,2024,2025,-0.8923856896656849,3.6993021925542036,False
bike_change_rollmean_168,2,2023,2024,0.9299890901408954,1.1040446898328673,False
bike_change_rollmean_168,2,2023,2025,0.8357065532122868,0.8171728492646242,False
bike_change_rollmean_168,2,2024,2025,0.80471571855514,3.174684212187068,False
bike_change_rollmean_168,3,2023,2024,0.7439328093483721,1.235213027539663,False
bike_change_rollmean_168,3,2023,2025,0.8998577207388835,0.8849786392481933,False
bike_change_rollmean_168,3,2024,2025,0.6743093976132397,1.2205511586683808,False
bike_change_rollmean_168,4,2023,2024,-0.5360532803524628,5.97622897912762,False
bike_change_rollmean_168,4,2023,2025,-0.5546459569216925,4.898868455267114,False
bike_change_rollmean_168,4,2024,2025,0.9248244605870128,0.5233790501760079,False
bike_change_rollmean_168,5,2023,2024,0.28959882728478764,1.540634402998582,False
bike_change_rollmean_168,5,2023,2025,0.5854348784682503,0.8187777106530776,False
bike_change_rollmean_168,5,2024,2025,-0.031924081847051394,1.2111178970802432,False
bike_change_rollmean_168,6,2023,2024,0.1588860289894879,1.321335669229231,False
bike_change_rollmean_168,6,2023,2025,0.6130881129844157,1.507287791226593,False
bike_change_rollmean_168,6,2024,2025,0.2939740832399129,1.659925003894529,False
bike_change_rollmean_168,7,2023,2024,-0.2817495113140229,3.530408704904391,False
bike_change_rollmean_168,7,2023,2025,0.5183525279130161,1.4108835036748384,False
bike_change_rollmean_168,7,2024,2025,0.20457899716903474,1.5190803476771924,False
bike_change_rollmean_168,8,2023,2024,0.3968181045333115,1.2683034500175214,False
bike_change_rollmean_168,8,2023,2025,0.2810587466316384,1.248179398067046,False
bike_change_rollmean_168,8,2024,2025,0.24438971832749976,1.4173022970549123,False
bike_change_rollmean_168,9,2023,2024,0.566533361009637,1.9175023962780624,False
bike_change_rollmean_168,9,2023,2025,0.39389466906025655,1.370303331946131,False
bike_change_rollmean_168,9,2024,2025,0.3358625372724363,1.2597389988256849,False
bike_change_rollmean_168,10,2023,2024,-0.39687118498250556,2.3272675941673895,False
bike_change_rollmean_168,10,2023,2025,0.08915773263867544,1.8554828487525266,False
bike_change_rollmean_168,10,2024,2025,0.31208653283853277,1.2085511845558752,False
bike_change_rollmean_168,11,2023,2024,0.927926510052468,0.3734011637857698,False
bike_change_rollmean_168,11,2023,2025,0.8692658118874065,1.1601725547330572,False
bike_change_rollmean_168,11,2024,2025,0.9327830061570376,1.1615985355557155,False
bike_change_rollmean_168,12,2023,2024,0.5533929591858411,1.4264677098974434,False
bike_change_rollmean_168,12,2023,2025,0.9040819429721563,0.49605303682127483,False
bike_change_rollmean_168,12,2024,2025,0.5932917207722035,5.644222781958724,False
bike_change_rollmean_24,1,2023,2024,0.9544427185687682,0.547793986695044,False
bike_change_rollmean_24,1,2023,2025,-0.6456292702992855,2.806621092573866,False
bike_change_rollmean_24,1,2024,2025,-0.5249915051471027,2.7436065192977885,False
bike_change_rollmean_24,2,2023,2024,0.5502210990600774,1.009957037351106,False
bike_change_rollmean_24,2,2023,2025,0.7007635690665598,3.6339995830447127,False
bike_change_rollmean_24,2,2024,2025,0.567976002658272,3.368681067749298,False
bike_change_rollmean_24,3,2023,2024,0.08236351987930345,2.1570650785805645,False
bike_change_rollmean_24,3,2023,2025,0.6784404883621364,1.2342357500054748,False
bike_change_rollmean_24,3,2024,2025,-0.27265898024036395,1.1423987847742356,False
bike_change_rollmean_24,4,2023,2024,-0.8952328786888623,2.9659639036937366,False
bike_change_rollmean_24,4,2023,2025,-0.6396869726992696,1.969031158924222,False
bike_change_rollmean_24,4,2024,2025,0.4163593804716663,0.9220867144133618,False
bike_change_rollmean_24,5,2023,2024,-0.4921508347683508,1.328628154564961,False
bike_change_rollmean_24,5,2023,2025,-0.8539488849689955,1.904990118536201,False
bike_change_rollmean_24,5,2024,2025,0.3882374218903317,2.3875456357026588,False
bike_change_rollmean_24,6,2023,2024,0.7513349526420017,1.9166053403969936,False
bike_change_rollmean_24,6,2023,2025,-0.7526447432651978,2.6259912844379976,False
bike_change_rollmean_24,6,2024,2025,-0.5944551498472059,1.9994892321717963,False
bike_change_rollmean_24,7,2023,2024,0.5280977134099006,1.657219223533421,False
bike_change_rollmean_24,7,2023,2025,0.0010659246055313293,1.2331503455437167,False
bike_change_rollmean_24,7,2024,2025,-0.4260387865060247,1.4962895928503916,False
bike_change_rollmean_24,8,2023,2024,-0.3847595739309461,2.3139570811973034,False
bike_change_rollmean_24,8,2023,2025,-0.36674883584330703,2.1492363584891767,False
bike_change_rollmean_24,8,2024,2025,0.8342643033700184,0.5690156695678712,False
bike_change_rollmean_24,9,2023,2024,-0.8532248782053702,2.5230908703931036,False
bike_change_rollmean_24,9,2023,2025,-0.7962053301795965,2.50160783892038,False
bike_change_rollmean_24,9,2024,2025,0.8721278837215757,0.5274324485876994,False
bike_change_rollmean_24,10,2023,2024,-0.23853516944932898,1.6049867909552533,False
bike_change_rollmean_24,10,2023,2025,-0.3579174326826628,1.6010640250147643,False
bike_change_rollmean_24,10,2024,2025,0.5624783545565758,0.8389746911126551,False
bike_change_rollmean_24,11,2023,2024,0.8975470758725543,0.6238202768925295,False
bike_change_rollmean_24,11,2023,2025,0.8320571132328208,0.7404908206792409,False
bike_change_rollmean_24,11,2024,2025,0.9299312543782067,0.63166204809138,False
bike_change_rollmean_24,12,2023,2024,-0.7277069305980218,2.118089457001395,False
bike_change_rollmean_24,12,2023,2025,-0.38044891465684966,1.5612493693780358,False
bike_change_rollmean_24,12,2024,2025,0.4361744567113376,1.7306325340379858,False
bike_change_rollstd_168,1,2023,2024,-0.9649908156009241,115.70073450508436,False
bike_change_rollstd_168,1,2023,2025,0.9503123011835218,77.70307902451226,False
bike_change_rollstd_168,1,2024,2025,-0.993228558701512,21.97755836176792,False
bike_change_rollstd_168,2,2023,2024,0.9898179926343471,0.6047545538634993,False
bike_change_rollstd_168,2,2023,2025,0.993301329637773,49.595971180072056,False
bike_change_rollstd_168,2,2024,2025,0.9845885748172915,123.33942910967919,False
bike_change_rollstd_168,3,2023,2024,0.9924133751506651,2.4422669067162395,False
bike_change_rollstd_168,3,2023,2025,0.99501948458581,23.3900391968469,False
bike_change_rollstd_168,3,2024,2025,0.9847685471548767,57.02415551049739,False
bike_change_rollstd_168,4,2023,2024,-0.9257427252732172,226.74525437753314,False
bike_change_rollstd_168,4,2023,2025,-0.927793001652511,113.65355086472691,False
bike_change_rollstd_168,4,2024,2025,0.9989112440560629,63.89790053697486,False
bike_change_rollstd_168,5,2023,2024,0.9657285215423145,362.85913223348507,False
bike_change_rollstd_168,5,2023,2025,-0.6035016461212055,380.0037477183262,False
bike_change_rollstd_168,5,2024,2025,-0.7199639124513184,306.8627637662505,False
bike_change_rollstd_168,6,2023,2024,0.95653051324002,131.83248356116056,False
bike_change_rollstd_168,6,2023,2025,0.9358660751526251,70.37712741972162,False
bike_change_rollstd_168,6,2024,2025,0.8703193398672978,248.49975433072245,False
bike_change_rollstd_168,7,2023,2024,-0.9324282660685823,27.17261517280113,False
bike_change_rollstd_168,7,2023,2025,-0.9127783648763531,33.22389684561635,False
bike_change_rollstd_168,7,2024,2025,0.9061146298145187,18.67904306234261,False
bike_change_rollstd_168,8,2023,2024,0.7069434837495228,162.72597185418908,False
bike_change_rollstd_168,8,2023,2025,0.7891105712322162,240.8904461299614,False
bike_change_rollstd_168,8,2024,2025,0.9587821799425496,37.08661237680102,False
bike_change_rollstd_168,9,2023,2024,-0.5763426488552061,335.0215023261695,False
bike_change_rollstd_168,9,2023,2025,-0.546103113452099,454.00548130058996,False
bike_change_rollstd_168,9,2024,2025,0.9556973695324914,25.576233095575795,False
bike_change_rollstd_168,10,2023,2024,-0.9673028217980129,45.441124059331166,False
bike_change_rollstd_168,10,2023,2025,-0.21373011524348637,108.37054058201066,False
bike_change_rollstd_168,10,2024,2025,0.43483537384700727,157.03631609191117,False
bike_change_rollstd_168,11,2023,2024,0.9941277922647852,12.026559471616252,False
bike_change_rollstd_168,11,2023,2025,0.9909906605195414,27.35018270301452,False
bike_change_rollstd_168,11,2024,2025,0.9987837565193881,14.05128487683273,False
bike_change_rollstd_168,12,2023,2024,0.9319626533088418,13.049457729648122,False
bike_change_rollstd_168,12,2023,2025,0.9965343645254112,15.649492777208106,False
bike_change_rollstd_168,12,2024,2025,0.951826407676664,14.020640542079756,False
bike_change_rollstd_24,1,2023,2024,0.9559148667464021,25.000565855450745,False
bike_change_rollstd_24,1,2023,2025,-0.5576694272710048,9.582389000462785,False
bike_change_rollstd_24,1,2024,2025,-0.758931339278296,12.235018722475388,False
bike_change_rollstd_24,2,2023,2024,0.9591347596544512,13.35590997905178,False
bike_change_rollstd_24,2,2023,2025,0.9394950788949975,58.72302142766151,False
bike_change_rollstd_24,2,2024,2025,0.9119694992027774,36.142686943201426,False
bike_change_rollstd_24,3,2023,2024,0.516967486382461,4.473978281266834,False
bike_change_rollstd_24,3,2023,2025,0.9712380580565754,22.322117446086775,False
bike_change_rollstd_24,3,2024,2025,0.38674757078492605,21.68719874359387,False
bike_change_rollstd_24,4,2023,2024,-0.123780499143727,48.49286860615858,False
bike_change_rollstd_24,4,2023,2025,0.00674940626762363,9.636392296909026,False
bike_change_rollstd_24,4,2024,2025,0.9799753217747522,46.19266834220448,False
bike_change_rollstd_24,5,2023,2024,0.9239649760333747,20.820142082841876,False
bike_change_rollstd_24,5,2023,2025,0.28281251435150856,19.175146001928958,False
bike_change_rollstd_24,5,2024,2025,0.5249878775754,41.492027801467685,False
bike_change_rollstd_24,6,2023,2024,0.693992796106992,67.5939346965732,False
bike_change_rollstd_24,6,2023,2025,-0.025966415350316376,42.02036593241062,False
bike_change_rollstd_24,6,2024,2025,-0.7048660361754013,39.981522664667864,False
bike_change_rollstd_24,7,2023,2024,0.9443747830270851,2.901196836142837,False
bike_change_rollstd_24,7,2023,2025,-0.7202784636006373,4.304770835811189,False
bike_change_rollstd_24,7,2024,2025,-0.7444686480817341,4.8271319462229,False
bike_change_rollstd_24,8,2023,2024,-0.5996383873039943,4.293910576186759,False
bike_change_rollstd_24,8,2023,2025,-0.38982454316709425,11.187812798320175,False
bike_change_rollstd_24,8,2024,2025,0.9000249887962936,18.52452816400783,False
bike_change_rollstd_24,9,2023,2024,-0.12096320853349768,14.95665104357846,False
bike_change_rollstd_24,9,2023,2025,-0.011415588785617629,20.869577219283087,False
bike_change_rollstd_24,9,2024,2025,0.9874178212218483,9.714122261565523,False
bike_change_rollstd_24,10,2023,2024,0.8031985893632764,21.825580827563012,False
bike_change_rollstd_24,10,2023,2025,0.7617397854660256,47.45546021123308,False
bike_change_rollstd_24,10,2024,2025,0.9812282959403044,59.44760491442555,False
bike_change_rollstd_24,11,2023,2024,0.9712837555236857,12.268721756361378,False
bike_change_rollstd_24,11,2023,2025,0.9476129833733408,17.198320702619004,False
bike_change_rollstd_24,11,2024,2025,0.9907261926050575,4.180610688467636,False
bike_change_rollstd_24,12,2023,2024,-0.792920405344075,3.2572194352081483,False
bike_change_rollstd_24,12,2023,2025,-0.07127094555715263,9.390599255045027,False
bike_change_rollstd_24,12,2024,2025,0.6128393371677457,17.28645369743738,False
cluster,1,2023,2024,,0.0,False
cluster,1,2023,2025,,0.0,False
cluster,1,2024,2025,,0.0,False
cluster,2,2023,2024,,0.0,False
cluster,2,2023,2025,,0.0,False
cluster,2,2024,2025,,0.0,False
cluster,3,2023,2024,,0.0,False
cluster,3,2023,2025,,0.0,False
cluster,3,2024,2025,,0.0,False
cluster,4,2023,2024,,0.0,False
cluster,4,2023,2025,,0.0,False
cluster,4,2024,2025,,0.0,False
cluster,5,2023,2024,,0.0,False
cluster,5,2023,2025,,0.0,False
cluster,5,2024,2025,,0.0,False
cluster,6,2023,2024,,0.0,False
cluster,6,2023,2025,,0.0,False
cluster,6,2024,2025,,0.0,False
cluster,7,2023,2024,,0.0,False
cluster,7,2023,2025,,0.0,False
cluster,7,2024,2025,,0.0,False
cluster,8,2023,2024,,0.0,False
cluster,8,2023,2025,,0.0,False
cluster,8,2024,2025,,0.0,False
cluster,9,2023,2024,,0.0,False
cluster,9,2023,2025,,0.0,False
cluster,9,2024,2025,,0.0,False
cluster,10,2023,2024,,0.0,False
cluster,10,2023,2025,,0.0,False
cluster,10,2024,2025,,0.0,False
cluster,11,2023,2024,,0.0,False
cluster,11,2023,2025,,0.0,False
cluster,11,2024,2025,,0.0,False
cluster,12,2023,2024,,0.0,False
cluster,12,2023,2025,,0.0,False
cluster,12,2024,2025,,0.0,False
holiday,1,2023,2024,,2324438517352514.0,False
holiday,1,2023,2025,,581109629338128.5,False
holiday,1,2024,2025,,4648877034705028.0,False
holiday,2,2023,2024,0.0,4969489243995030.0,False
holiday,2,2023,2025,1.0,0.0,True
holiday,2,2024,2025,0.0,4969489243995030.0,False
holiday,3,2023,2024,,0.0,False
holiday,3,2023,2025,,1549625678235009.2,False
holiday,3,2024,2025,,1549625678235009.2,False
holiday,4,2023,2024,0.0,0.03333333333333333,False
holiday,4,2023,2025,1.0,0.0,True
holiday,4,2024,2025,0.0,0.03333333333333333,False
holiday,5,2023,2024,,774812839117504.6,False
holiday,5,2023,2025,,0.0,False
holiday,5,2024,2025,,1162219258676257.0,False
holiday,6,2023,2024,1.0,0.0,True
holiday,6,2023,2025,1.0,0.0,True
holiday,6,2024,2025,1.0,0.0,True
holiday,7,2023,2024,1.0,0.0,True
holiday,7,2023,2025,1.0,0.0,True
holiday,7,2024,2025,1.0,0.0,True
holiday,8,2023,2024,,0.0,False
holiday,8,2023,2025,,0.0,False
holiday,8,2024,2025,,0.0,False
holiday,9,2023,2024,0.9999999999999998,0.0,True
holiday,9,2023,2025,0.0,3602879701896397.0,False
holiday,9,2024,2025,0.0,3602879701896397.0,False
holiday,10,2023,2024,,774812839117504.6,False
holiday,10,2023,2025,,3099251356470018.5,False
holiday,10,2024,2025,0.9999999999999998,3486657776028771.0,False
holiday,11,2023,2024,1.0,0.0,True
holiday,11,2023,2025,1.0,0.0,True
holiday,11,2024,2025,1.0,0.0,True
holiday,12,2023,2024,,0.0,False
holiday,12,2023,2025,,0.0,False
holiday,12,2024,2025,,0.0,False
humidity,1,2023,2024,0.9803793712475952,0.587479664095001,False
humidity,1,2023,2025,0.9816161121978333,0.45261247590887427,False
humidity,1,2024,2025,0.987609439636285,0.23108674824691885,True
humidity,2,2023,2024,0.9950214566038523,0.9464769611983165,False
humidity,2,2023,2025,0.9832948273438036,0.5188902951665032,False
humidity,2,2024,2025,0.9893912459156703,1.7981314941860906,False
humidity,3,2023,2024,0.9957883537765329,0.5237264207952698,False
humidity,3,2023,2025,0.9897219128182859,0.5616646355905882,False
humidity,3,2024,2025,0.9936301105642882,0.1211171275440369,True
humidity,4,2023,2024,0.9974706156390801,0.20363822685182936,True
humidity,4,2023,2025,0.9940273069166127,0.5600558047832046,False
humidity,4,2024,2025,0.9923320990044918,0.4070233250028508,False
humidity,5,2023,2024,0.9974236810806906,0.22161895180311278,True
humidity,5,2023,2025,0.9946046346939397,0.18559624986532167,True
humidity,5,2024,2025,0.9959599176456083,0.10883543304220104,True
humidity,6,2023,2024,0.9774542077805572,1.0897743342058404,False
humidity,6,2023,2025,0.9878945902997472,0.9824302191479317,False
humidity,6,2024,2025,0.9961539684963734,0.2522529794008105,True
humidity,7,2023,2024,0.9925047364394943,0.12523023009641066,True
humidity,7,2023,2025,0.9891851310493635,1.4948006385725232,False
humidity,7,2024,2025,0.9695964958070602,1.5764169987876757,False
humidity,8,2023,2024,0.996780143583615,0.15574117716905608,True
humidity,8,2023,2025,0.9979637655552015,0.509231692897382,False
humidity,8,2024,2025,0.9966528640247294,0.35420983856626703,False
humidity,9,2023,2024,0.9974386159982083,0.16180298666344037,True
humidity,9,2023,2025,0.9973554300422879,0.2140923819909383,True
humidity,9,2024,2025,0.9947857048122785,0.3353291469435932,True
humidity,10,2023,2024,0.9936998918789273,0.15979529533660147,True
humidity,10,2023,2025,0.9954907721077383,0.3431319829844964,True
humidity,10,2024,2025,0.9971436289452233,0.2446351031065618,True
humidity,11,2023,2024,0.9544688717413085,0.6183422720778236,False
humidity,11,2023,2025,0.9662264188319784,0.7771782114616076,False
humidity,11,2024,2025,0.9968001069497263,0.5523224001351738,False
humidity,12,2023,2024,0.9781697949562658,0.8259983357661863,False
humidity,12,2023,2025,0.9758374973167954,0.29681535281454696,True
humidity,12,2024,2025,0.9861567888616538,0.7273492006099846,False
month,1,2023,2024,1.0,0.0,True
month,1,2023,2025,1.0,0.0,True
month,1,2024,2025,1.0,0.0,True
month,2,2023,2024,1.0,0.0,True
month,2,2023,2025,1.0,0.0,True
month,2,2024,2025,1.0,0.0,True
month,3,2023,2024,1.0,0.0,True
month,3,2023,2025,1.0,0.0,True
month,3,2024,2025,1.0,0.0,True
month,4,2023,2024,1.0,0.0,True
month,4,2023,2025,1.0,0.0,True
month,4,2024,2025,1.0,0.0,True
month,5,2023,2024,1.0,0.0,True
month,5,2023,2025,1.0,0.0,True
month,5,2024,2025,1.0,0.0,True
month,6,2023,2024,1.0,0.0,True
month,6,2023,2025,1.0,0.0,True
month,6,2024,2025,1.0,0.0,True
month,7,2023,2024,1.0,0.0,True
month,7,2023,2025,1.0,0.0,True
month,7,2024,2025,1.0,0.0,True
month,8,2023,2024,1.0,0.0,True
month,8,2023,2025,1.0,0.0,True
month,8,2024,2025,1.0,0.0,True
month,9,2023,2024,1.0,0.0,True
month,9,2023,2025,1.0,0.0,True
month,9,2024,2025,1.0,0.0,True
month,10,2023,2024,1.0,0.0,True
month,10,2023,2025,1.0,0.0,True
month,10,2024,2025,1.0,0.0,True
month,11,2023,2024,1.0,0.0,True
month,11,2023,2025,1.0,0.0,True
month,11,2024,2025,1.0,0.0,True
month,12,2023,2024,1.0,0.0,True
month,12,2023,2025,1.0,0.0,True
month,12,2024,2025,1.0,0.0,True
precipitation,1,2023,2024,-0.6379512906813682,1.5221227721536585,False
precipitation,1,2023,2025,0.4497404372566337,1.0223585791988872,False
precipitation,1,2024,2025,-0.3596469113309954,1.5671432819676825,False
precipitation,2,2023,2024,0.25112048728244085,25.612685410451,False
precipitation,2,2023,2025,-0.24773268189355457,3.383757397685899,False
precipitation,2,2024,2025,-0.22949123682928538,2.124883414070414,False
precipitation,3,2023,2024,-0.1345327056353019,1.5560717026106698,False
precipitation,3,2023,2025,0.1501124036191773,1.3760568226336432,False
precipitation,3,2024,2025,0.11485431904462683,1.2445841601511882,False
precipitation,4,2023,2024,0.43942960886585025,1.2796724414319822,False
precipitation,4,2023,2025,-0.10705979656889276,1.2552183063741704,False
precipitation,4,2024,2025,0.16934987009075328,1.589639839945783,False
precipitation,5,2023,2024,0.04836122007066956,1.769544986944965,False
precipitation,5,2023,2025,0.23195576650684988,1.7140070368167717,False
precipitation,5,2024,2025,0.3083051432713354,1.1373946996034547,False
precipitation,6,2023,2024,0.03600007216804419,2.041802122916703,False
precipitation,6,2023,2025,0.06741453295475562,1.7505091459948687,False
precipitation,6,2024,2025,-0.10260499220821201,1.1862124547302726,False
precipitation,7,2023,2024,0.4643854753701293,1.2486246134425472,False
precipitation,7,2023,2025,-0.2485516753252924,1.6896155709047151,False
precipitation,7,2024,2025,-0.08220545124323088,1.4833562487322836,False
precipitation,8,2023,2024,0.35806107312719965,1.5421303394300718,False
precipitation,8,2023,2025,0.03621098115906623,1.5862486598774073,False
precipitation,8,2024,2025,0.15404103179889295,1.3733811883713551,False
precipitation,9,2023,2024,0.231583866068272,1.8324267535191046,False
precipitation,9,2023,2025,-0.3915526159189718,3.523546166117284,False
precipitation,9,2024,2025,-0.5171286278920402,2.2675605315092713,False
precipitation,10,2023,2024,0.10231995830875934,1.8247196634145406,False
precipitation,10,2023,2025,-0.4195391544683078,5.284493839714182,False
precipitation,10,2024,2025,-0.6236454777549805,3.745726103887181,False
precipitation,11,2023,2024,0.45704024095034146,1.29403574357686,False
precipitation,11,2023,2025,-0.08115081691584887,1.622566223613447,False
precipitation,11,2024,2025,0.02805244586771463,1.4463365497003924,False
precipitation,12,2023,2024,0.009964206452134675,2.234860987409966,False
precipitation,12,2023,2025,0.0060694786394295775,1.6246093303229487,False
precipitation,12,2024,2025,-0.34470700231522383,12.53887475629513,False
rental_count,1,2023,2024,0.9919343166435874,0.7374736071511244,False
rental_count,1,2023,2025,0.9897346323123127,0.2891788428691105,True
rental_count,1,2024,2025,0.9931655763415106,0.364195766592804,False
rental_count,2,2023,2024,0.9939933827579371,0.1652299982014733,True
rental_count,2,2023,2025,0.9732481782582323,0.5205997221863932,False
rental_count,2,2024,2025,0.9808086417374905,0.4278287630441677,False
rental_count,3,2023,2024,0.9966568658706507,0.1717355765085864,True
rental_count,3,2023,2025,0.9914603406597041,0.37936467365779036,False
rental_count,3,2024,2025,0.9951417616050198,0.2507287109634407,True
rental_count,4,2023,2024,0.9955250428960307,0.5153676167571337,False
rental_count,4,2023,2025,0.9683761495059419,0.253152126716385,True
rental_count,4,2024,2025,0.9806032844750111,0.4769612602362017,False
rental_count,5,2023,2024,0.9956154979312806,0.24376595904153778,True
rental_count,5,2023,2025,0.9873387165630535,0.3947948251046618,False
rental_count,5,2024,2025,0.9847040443510713,0.5584518391305174,False
rental_count,6,2023,2024,0.9910972234575535,0.3026811378770309,True
rental_count,6,2023,2025,0.9933517430912986,0.2522809581210256,True
rental_count,6,2024,2025,0.9954864543356354,0.43739145852908967,False
rental_count,7,2023,2024,0.9802925555495368,0.24521250387226476,True
rental_count,7,2023,2025,0.9847496475864115,0.18359989044357913,True
rental_count,7,2024,2025,0.9778627741992082,0.2285824119633768,True
rental_count,8,2023,2024,0.9972039618357373,0.0959925499384103,True
rental_count,8,2023,2025,0.9944818971457239,0.18599565690576114,True
rental_count,8,2024,2025,0.9953419760498201,0.14337608359361373,True
rental_count,9,2023,2024,0.9876769016113744,0.25048050985986026,True
rental_count,9,2023,2025,0.9823094755881625,0.3134937143219918,True
rental_count,9,2024,2025,0.9929769694885191,0.1343655136849004,True
rental_count,10,2023,2024,0.9973763197118083,0.35448613896936676,False
rental_count,10,2023,2025,0.9931913429873654,0.7043730792923298,False
rental_count,10,2024,2025,0.9957452897321083,0.4443944665096286,False
rental_count,11,2023,2024,0.9937493027306477,0.17567768546456708,True
rental_count,11,2023,2025,0.9912221171530625,0.24532102945448528,True
rental_count,11,2024,2025,0.9970090636733017,0.1150302376112089,True
rental_count,12,2023,2024,0.9892655255597297,0.16895968955418583,True
rental_count,12,2023,2025,0.9810582647783143,0.24744958991230412,True
rental_count,12,2024,2025,0.9952961751075357,0.21138807260028286,True
station_id,1,2023,2024,0.9999999999999998,0.0,True
station_id,1,2023,2025,0.9999999999999998,0.0,True
station_id,1,2024,2025,0.9999999999999998,0.0,True
station_id,2,2023,2024,0.9999999999999998,0.0,True
station_id,2,2023,2025,0.9999999999999998,0.0,True
station_id,2,2024,2025,0.9999999999999998,0.0,True
station_id,3,2023,2024,0.9999999999999998,0.0,True
station_id,3,2023,2025,0.9999999999999998,0.0,True
station_id,3,2024,2025,0.9999999999999998,0.0,True
station_id,4,2023,2024,0.9999999999999998,0.0,True
station_id,4,2023,2025,0.9999999999999998,0.0,True
station_id,4,2024,2025,0.9999999999999998,0.0,True
station_id,5,2023,2024,0.9999999999999998,0.0,True
station_id,5,2023,2025,0.9999999999999998,0.0,True
station_id,5,2024,2025,0.9999999999999998,0.0,True
station_id,6,2023,2024,0.9999999999999998,0.0,True
station_id,6,2023,2025,0.9999999999999998,0.0,True
station_id,6,2024,2025,0.9999999999999998,0.0,True
station_id,7,2023,2024,0.9999999999999998,0.0,True
station_id,7,2023,2025,0.9999999999999998,0.0,True
station_id,7,2024,2025,0.9999999999999998,0.0,True
station_id,8,2023,2024,0.9999999999999998,0.0,True
station_id,8,2023,2025,0.9999999999999998,0.0,True
station_id,8,2024,2025,0.9999999999999998,0.0,True
station_id,9,2023,2024,0.9999999999999998,0.0,True
station_id,9,2023,2025,0.9999999999999998,0.0,True
station_id,9,2024,2025,0.9999999999999998,0.0,True
station_id,10,2023,2024,0.9999999999999998,0.0,True
station_id,10,2023,2025,0.9999999999999998,0.0,True
station_id,10,2024,2025,0.9999999999999998,0.0,True
station_id,11,2023,2024,0.9999999999999998,0.0,True
station_id,11,2023,2025,0.9999999999999998,0.0,True
station_id,11,2024,2025,0.9999999999999998,0.0,True
station_id,12,2023,2024,0.9999999999999998,0.0,True
station_id,12,2023,2025,0.9999999999999998,0.0,True
station_id,12,2024,2025,0.9999999999999998,0.0,True
temperature,1,2023,2024,0.9919271523563193,0.4409657925003843,False
temperature,1,2023,2025,0.9937724708415329,0.5079187675160178,False
temperature,1,2024,2025,0.9954861591117686,0.2028206657121981,True
temperature,2,2023,2024,0.9942503168643587,0.5555114347055489,False
