feature,year_month,adjacent_similarity_mean,adjacent_similarity_max,similar_neighbor_count,suggested_weight,downweight_flag
bike_change_rollstd_24,2023-01,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-02,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-03,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-04,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-05,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-06,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-07,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-08,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-09,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-10,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-11,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2023-12,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-01,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-02,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-03,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-04,0.039099917663290865,0.07819983532658173,0,0.9804500411683545,False
bike_change_rollstd_24,2024-05,0.039099917663290865,0.07819983532658173,0,0.9804500411683545,False
bike_change_rollstd_24,2024-06,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-07,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-08,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-09,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-10,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-11,0.0,0.0,0,1.0,False
bike_change_rollstd_24,2024-12,0.0,0.0,0,1.0,False
cluster,2023-01,0.0,0.0,0,1.0,False
cluster,2023-02,0.0,0.0,0,1.0,False
cluster,2023-03,0.0,0.0,0,1.0,False
cluster,2023-04,0.0,0.0,0,1.0,False
cluster,2023-05,0.0,0.0,0,1.0,False
cluster,2023-06,0.0,0.0,0,1.0,False
cluster,2023-07,0.0,0.0,0,1.0,False
cluster,2023-08,0.0,0.0,0,1.0,False
cluster,2023-09,0.0,0.0,0,1.0,False
cluster,2023-10,0.0,0.0,0,1.0,False
cluster,2023-11,0.0,0.0,0,1.0,False
cluster,2023-12,0.0,0.0,0,1.0,False
cluster,2024-01,0.0,0.0,0,1.0,False
cluster,2024-02,0.0,0.0,0,1.0,False
cluster,2024-03,0.0,0.0,0,1.0,False
cluster,2024-04,0.0,0.0,0,1.0,False
cluster,2024-05,0.0,0.0,0,1.0,False
cluster,2024-06,0.0,0.0,0,1.0,False
cluster,2024-07,0.0,0.0,0,1.0,False
cluster,2024-08,0.0,0.0,0,1.0,False
cluster,2024-09,0.0,0.0,0,1.0,False
cluster,2024-10,0.0,0.0,0,1.0,False
cluster,2024-11,0.0,0.0,0,1.0,False
cluster,2024-12,0.0,0.0,0,1.0,False
holiday,2023-01,0.0,0.0,0,1.0,False
holiday,2023-02,0.0,0.0,0,1.0,False
holiday,2023-03,0.0,0.0,0,1.0,False
holiday,2023-04,0.0,0.0,0,1.0,False
holiday,2023-05,0.0,0.0,0,1.0,False
holiday,2023-06,0.0,0.0,0,1.0,False
holiday,2023-07,0.0,0.0,0,1.0,False
holiday,2023-08,0.0,0.0,0,1.0,False
holiday,2023-09,0.0,0.0,0,1.0,False
holiday,2023-10,0.0,0.0,0,1.0,False
holiday,2023-11,0.0,0.0,0,1.0,False
holiday,2023-12,0.0,0.0,0,1.0,False
holiday,2024-01,0.0,0.0,0,1.0,False
holiday,2024-02,0.0,0.0,0,1.0,False
holiday,2024-03,0.0,0.0,0,1.0,False
holiday,2024-04,0.0,0.0,0,1.0,False
holiday,2024-05,0.0,0.0,0,1.0,False
holiday,2024-06,0.0,0.0,0,1.0,False
holiday,2024-07,0.0,0.0,0,1.0,False
holiday,2024-08,0.0,0.0,0,1.0,False
holiday,2024-09,0.0,0.0,0,1.0,False
holiday,2024-10,0.0,0.0,0,1.0,False
holiday,2024-11,0.0,0.0,0,1.0,False
holiday,2024-12,0.0,0.0,0,1.0,False
humidity,2023-01,0.4676739907199748,0.4676739907199748,0,0.7661630046400126,True
humidity,2023-02,0.5369409500771256,0.6062079094342764,0,0.7315295249614372,True
humidity,2023-03,0.6545616115603659,0.7029153136864554,1,0.6727191942198171,True
humidity,2023-04,0.6130541956815688,0.7029153136864554,1,0.6934729021592156,True
humidity,2023-05,0.3777180084296138,0.5231930776766822,0,0.8111409957851932,True
humidity,2023-06,0.3304210124387415,0.42859908569493765,0,0.8347894937806293,True
humidity,2023-07,0.5690027654580624,0.7094064452211871,1,0.7154986172709688,True
humidity,2023-08,0.7259070809343016,0.7424077166474161,2,0.6370464595328492,True
humidity,2023-09,0.6265518365808583,0.7424077166474161,1,0.6867240817095708,True
humidity,2023-10,0.49995252120079603,0.5106959565143006,0,0.750023739399602,True
humidity,2023-11,0.477838934170899,0.4892090858872915,0,0.7610805329145505,True
humidity,2023-12,0.4729822825918928,0.4794957827292791,0,0.7635088587040536,True
humidity,2024-01,0.23974789136463956,0.4794957827292791,0,0.8801260543176802,False
humidity,2024-02,0.0,0.0,0,1.0,False
humidity,2024-03,0.43477751853958785,0.8695550370791757,1,0.782611240730206,True
humidity,2024-04,0.6660603366207182,0.8695550370791757,1,0.6669698316896409,True
humidity,2024-05,0.5350480678101065,0.6075304994579523,0,0.7324759660949467,True
humidity,2024-06,0.30376524972897617,0.6075304994579523,0,0.8481173751355119,True
humidity,2024-07,0.2777608451766444,0.5555216903532888,0,0.8611195774116778,False
humidity,2024-08,0.6459880212159566,0.7364543520786244,1,0.6770059893920217,True
humidity,2024-09,0.6988541463503252,0.7364543520786244,2,0.6505729268248375,True
humidity,2024-10,0.7010540558646784,0.7408541711073309,2,0.6494729720676609,True
humidity,2024-11,0.37042708555366544,0.7408541711073309,1,0.8147864572231673,True
humidity,2024-12,0.0,0.0,0,1.0,False
precipitation,2023-01,0.0,0.0,0,1.0,False
precipitation,2023-02,0.0,0.0,0,1.0,False
precipitation,2023-03,0.0,0.0,0,1.0,False
precipitation,2023-04,0.0,0.0,0,1.0,False
precipitation,2023-05,0.0,0.0,0,1.0,False
precipitation,2023-06,0.0,0.0,0,1.0,False
precipitation,2023-07,0.0,0.0,0,1.0,False
precipitation,2023-08,0.0,0.0,0,1.0,False
precipitation,2023-09,0.0,0.0,0,1.0,False
precipitation,2023-10,0.0,0.0,0,1.0,False
precipitation,2023-11,0.0,0.0,0,1.0,False
precipitation,2023-12,0.0,0.0,0,1.0,False
precipitation,2024-01,0.0,0.0,0,1.0,False
precipitation,2024-02,0.0,0.0,0,1.0,False
precipitation,2024-03,0.0,0.0,0,1.0,False
precipitation,2024-04,0.0,0.0,0,1.0,False
precipitation,2024-05,0.0,0.0,0,1.0,False
precipitation,2024-06,0.0,0.0,0,1.0,False
precipitation,2024-07,0.0,0.0,0,1.0,False
precipitation,2024-08,0.0,0.0,0,1.0,False
precipitation,2024-09,0.0,0.0,0,1.0,False
precipitation,2024-10,0.0,0.0,0,1.0,False
precipitation,2024-11,0.0,0.0,0,1.0,False
precipitation,2024-12,0.0,0.0,0,1.0,False
rental_count,2023-01,0.0,0.0,0,1.0,False
rental_count,2023-02,0.0,0.0,0,1.0,False
rental_count,2023-03,0.31597365593230187,0.6319473118646037,0,0.8420131720338491,True
rental_count,2023-04,0.6513748166538536,0.6708023214431034,1,0.6743125916730732,True
rental_count,2023-05,0.7793437960666241,0.8878852706901449,2,0.610328101966688,True
rental_count,2023-06,0.6981834563425091,0.8878852706901449,1,0.6509082718287454,True
rental_count,2023-07,0.6533556355335207,0.7982296290721682,1,0.6733221822332396,True
rental_count,2023-08,0.6572561540408128,0.7982296290721682,1,0.6713719229795936,True
rental_count,2023-09,0.5649936845953889,0.6137046901813205,0,0.7175031577023055,True
rental_count,2023-10,0.5025361858769747,0.6137046901813205,0,0.7487319070615126,True
rental_count,2023-11,0.23998305231603934,0.3913676815726289,0,0.8800084738419803,False
rental_count,2023-12,0.4645886651314739,0.840578907203498,1,0.767705667434263,True
rental_count,2024-01,0.7740073503709,0.840578907203498,2,0.61299632481455,True
rental_count,2024-02,0.36424115332967144,0.7074357935383018,1,0.8178794233351643,True
rental_count,2024-03,0.010523256560520536,0.021046513121041072,0,0.9947383717197398,False
rental_count,2024-04,0.41190437943520947,0.8238087588704189,1,0.7940478102823952,True
rental_count,2024-05,0.829785967533125,0.8357631761958308,2,0.5851070162334375,True
rental_count,2024-06,0.6342244210453126,0.8357631761958308,1,0.6828877894773437,True
rental_count,2024-07,0.6254580054861849,0.8182303450775754,1,0.6872709972569075,True
rental_count,2024-08,0.7798125542660317,0.8182303450775754,2,0.6100937228669842,True
rental_count,2024-09,0.7177753348831105,0.7413947634544881,2,0.6411123325584447,True
rental_count,2024-10,0.6390619917942096,0.694155906311733,1,0.6804690041028951,True
rental_count,2024-11,0.3835173422767643,0.5839680772766863,0,0.8082413288616178,True
rental_count,2024-12,0.1830666072768423,0.1830666072768423,0,0.9084666963615788,False
temperature,2023-01,0.0,0.0,0,1.0,False
temperature,2023-02,0.0,0.0,0,1.0,False
temperature,2023-03,0.0,0.0,0,1.0,False
temperature,2023-04,0.0,0.0,0,1.0,False
temperature,2023-05,0.0,0.0,0,1.0,False
temperature,2023-06,0.0,0.0,0,1.0,False
temperature,2023-07,0.36793507139620074,0.7358701427924015,1,0.8160324643018997,True
temperature,2023-08,0.36793507139620074,0.7358701427924015,1,0.8160324643018997,True
temperature,2023-09,0.0,0.0,0,1.0,False
temperature,2023-10,0.0,0.0,0,1.0,False
temperature,2023-11,0.0,0.0,0,1.0,False
temperature,2023-12,0.023674384926888392,0.047348769853776784,0,0.9881628075365558,False
temperature,2024-01,0.023674384926888392,0.047348769853776784,0,0.9881628075365558,False
temperature,2024-02,0.0,0.0,0,1.0,False
temperature,2024-03,0.0,0.0,0,1.0,False
temperature,2024-04,0.14163245658156987,0.28326491316313973,0,0.9291837717092151,False
temperature,2024-05,0.14163245658156987,0.28326491316313973,0,0.9291837717092151,False
temperature,2024-06,0.05180534591404276,0.10361069182808552,0,0.9740973270429786,False
temperature,2024-07,0.05180534591404276,0.10361069182808552,0,0.9740973270429786,False
temperature,2024-08,0.0,0.0,0,1.0,False
temperature,2024-09,0.0,0.0,0,1.0,False
temperature,2024-10,0.0,0.0,0,1.0,False
temperature,2024-11,0.0,0.0,0,1.0,False
temperature,2024-12,0.0,0.0,0,1.0,False
weekday,2023-01,0.0,0.0,0,1.0,False
weekday,2023-02,0.5,1.0,1,0.75,True
weekday,2023-03,0.5,1.0,1,0.75,True
weekday,2023-04,0.0,0.0,0,1.0,False
weekday,2023-05,0.0,0.0,0,1.0,False
weekday,2023-06,0.0,0.0,0,1.0,False
weekday,2023-07,0.0,0.0,0,1.0,False
weekday,2023-08,0.0,0.0,0,1.0,False
weekday,2023-09,0.0,0.0,0,1.0,False
weekday,2023-10,0.0,0.0,0,1.0,False
weekday,2023-11,0.0,0.0,0,1.0,False
weekday,2023-12,0.0,0.0,0,1.0,False
weekday,2024-01,0.0,0.0,0,1.0,False
weekday,2024-02,0.0,0.0,0,1.0,False
weekday,2024-03,0.0,0.0,0,1.0,False
weekday,2024-04,0.0,0.0,0,1.0,False
weekday,2024-05,0.0,0.0,0,1.0,False
weekday,2024-06,0.0,0.0,0,1.0,False
weekday,2024-07,0.0,0.0,0,1.0,False
weekday,2024-08,0.0,0.0,0,1.0,False
weekday,2024-09,0.0,0.0,0,1.0,False
weekday,2024-10,0.0,0.0,0,1.0,False
weekday,2024-11,0.0,0.0,0,1.0,False
weekday,2024-12,0.0,0.0,0,1.0,False
wind_speed,2023-01,0.2804957788472034,0.2804957788472034,0,0.8597521105763983,False
wind_speed,2023-02,0.39775551167527134,0.5150152445033394,0,0.8011222441623643,True
wind_speed,2023-03,0.3672695988348729,0.5150152445033394,0,0.8163652005825636,True
wind_speed,2023-04,0.1656913068174912,0.2195239531664065,0,0.9171543465912544,False
wind_speed,2023-05,0.3681215448437828,0.6243844292189896,0,0.8159392275781086,True
wind_speed,2023-06,0.594649329373319,0.6243844292189896,0,0.7026753353133405,True
wind_speed,2023-07,0.5477830277551987,0.5649142295276486,0,0.7261084861224006,True
wind_speed,2023-08,0.26532591299137437,0.5306518259827487,0,0.8673370435043128,False
wind_speed,2023-09,0.16908027095323258,0.33816054190646516,0,0.9154598645233837,False
wind_speed,2023-10,0.16908027095323258,0.33816054190646516,0,0.9154598645233837,False
wind_speed,2023-11,0.060258079848398136,0.12051615969679627,0,0.969870960075801,False
wind_speed,2023-12,0.2450573230718311,0.36959848644686594,0,0.8774713384640844,False
wind_speed,2024-01,0.48958741481746726,0.6095763431880686,0,0.7552062925912664,True
wind_speed,2024-02,0.3047881715940343,0.6095763431880686,0,0.8476059142029828,True
wind_speed,2024-03,0.07183478995580012,0.14366957991160023,0,0.9640826050221,False
wind_speed,2024-04,0.0746067578532425,0.14366957991160023,0,0.9626966210733787,False
wind_speed,2024-05,0.13922931647370707,0.27291469715252936,0,0.9303853417631465,False
wind_speed,2024-06,0.13645734857626468,0.27291469715252936,0,0.9317713257118676,False
wind_speed,2024-07,0.0,0.0,0,1.0,False
wind_speed,2024-08,0.016260011977930353,0.032520023955860705,0,0.9918699940110348,False
wind_speed,2024-09,0.14085104478350888,0.24918206561115705,0,0.9295744776082455,False
wind_speed,2024-10,0.12459103280557852,0.24918206561115705,0,0.9377044835972107,False
wind_speed,2024-11,0.2535990003273521,0.5071980006547042,0,0.873200499836324,False
wind_speed,2024-12,0.5071980006547042,0.5071980006547042,0,0.746400999672648,True
