relative_path,category,extension,size_bytes,modified_at
Data/station_2423_offday_month_ridge_predictions_long.csv,Data,.csv,11646783,2026-03-19T21:41:51
Data/station_2423_offday_month_ridge_tuning.csv,Data,.csv,1097,2026-03-19T21:41:51
Data/station_2423_year_actual_vs_regression_vs_ml.csv,Data,.csv,24832,2026-03-19T21:41:51
Data/station_2431.csv,Data,.csv,1354192,2026-03-19T21:41:51
Data/station_2431_2025_high_error_points.csv,Data,.csv,95997,2026-03-19T21:41:51
Data/station_2431_feature_correlation_long.csv,Data,.csv,10091,2026-03-19T21:41:51
Data/station_2431_feature_importance.csv,Data,.csv,1562,2026-03-19T21:41:51
Data/station_2431_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_2431_month_weights.csv,Data,.csv,3763,2026-03-19T21:41:51
Data/station_2431_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_coefficients.csv,Data,.csv,1018,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_metrics.csv,Data,.csv,816,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_predictions_long.csv,Data,.csv,11575960,2026-03-19T21:41:51
Data/station_2431_offday_month_ridge_tuning.csv,Data,.csv,1096,2026-03-19T21:41:51
Data/station_2431_year_actual_vs_regression_vs_ml.csv,Data,.csv,24844,2026-03-19T21:41:51
Data/station_3614.csv,Data,.csv,1352006,2026-03-19T21:41:51
Data/station_3614_2025_high_error_points.csv,Data,.csv,96449,2026-03-19T21:41:51
Data/station_3614_feature_correlation_long.csv,Data,.csv,10133,2026-03-19T21:41:51
Data/station_3614_feature_importance.csv,Data,.csv,1572,2026-03-19T21:41:51
Data/station_3614_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_3614_month_weights.csv,Data,.csv,3764,2026-03-19T21:41:51
Data/station_3614_offday_hour_formulas.csv,Data,.csv,684,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_coefficients.csv,Data,.csv,1025,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_metrics.csv,Data,.csv,822,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_predictions_long.csv,Data,.csv,11642087,2026-03-19T21:41:51
Data/station_3614_offday_month_ridge_tuning.csv,Data,.csv,1099,2026-03-19T21:41:51
Data/station_3614_year_actual_vs_regression_vs_ml.csv,Data,.csv,24932,2026-03-19T21:41:51
Data/station_3627.csv,Data,.csv,1354219,2026-03-19T21:41:51
Data/station_3627_2025_high_error_points.csv,Data,.csv,95784,2026-03-19T21:41:51
Data/station_3627_feature_correlation_long.csv,Data,.csv,10123,2026-03-19T21:41:51
Data/station_3627_feature_importance.csv,Data,.csv,1623,2026-03-19T21:41:51
Data/station_3627_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_3627_month_weights.csv,Data,.csv,3768,2026-03-19T21:41:51
Data/station_3627_offday_hour_formulas.csv,Data,.csv,691,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_coefficients.csv,Data,.csv,1038,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_metrics.csv,Data,.csv,823,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_predictions_long.csv,Data,.csv,11570098,2026-03-19T21:41:51
Data/station_3627_offday_month_ridge_tuning.csv,Data,.csv,1102,2026-03-19T21:41:51
Data/station_3627_year_actual_vs_regression_vs_ml.csv,Data,.csv,24897,2026-03-19T21:41:51
Data/station_3651.csv,Data,.csv,1359723,2026-03-19T21:41:51
Data/station_3651_2025_high_error_points.csv,Data,.csv,96196,2026-03-19T21:41:51
Data/station_3651_feature_correlation_long.csv,Data,.csv,10107,2026-03-19T21:41:51
Data/station_3651_feature_importance.csv,Data,.csv,1548,2026-03-19T21:41:51
Data/station_3651_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_3651_month_weights.csv,Data,.csv,3762,2026-03-19T21:41:51
Data/station_3651_offday_hour_formulas.csv,Data,.csv,690,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_coefficients.csv,Data,.csv,995,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_metrics.csv,Data,.csv,812,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_predictions_long.csv,Data,.csv,11560643,2026-03-19T21:41:51
Data/station_3651_offday_month_ridge_tuning.csv,Data,.csv,1101,2026-03-19T21:41:51
Data/station_3651_year_actual_vs_regression_vs_ml.csv,Data,.csv,24966,2026-03-19T21:41:51
Data/station_4906.csv,Data,.csv,1357176,2026-03-19T21:41:51
Data/station_4906_2025_high_error_points.csv,Data,.csv,95677,2026-03-19T21:41:51
Data/station_4906_feature_correlation_long.csv,Data,.csv,10105,2026-03-19T21:41:51
Data/station_4906_feature_importance.csv,Data,.csv,1537,2026-03-19T21:41:51
Data/station_4906_holiday_reference.csv,Data,.csv,1387,2026-03-19T21:41:51
Data/station_4906_month_weights.csv,Data,.csv,3762,2026-03-19T21:41:51
Data/station_4906_offday_hour_formulas.csv,Data,.csv,685,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_coefficients.csv,Data,.csv,1002,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_metrics.csv,Data,.csv,813,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_predictions_long.csv,Data,.csv,11587082,2026-03-19T21:41:51
Data/station_4906_offday_month_ridge_tuning.csv,Data,.csv,1097,2026-03-19T21:41:51
Data/station_4906_year_actual_vs_regression_vs_ml.csv,Data,.csv,24848,2026-03-19T21:41:51
Data/top20_station_combined_test_r2_ranking.csv,Data,.csv,3709,2026-03-19T21:41:51
Data/top20_station_metrics_summary.csv,Data,.csv,16351,2026-03-19T21:41:51
Note/hmw2306.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2332.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2335.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2340.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2342.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2348.ipynb,Notebook,.ipynb,2213411,2026-03-19T21:41:51
Note/hmw2369.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2375.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2377.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2384.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2404.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2413.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2414.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2415.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2423.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw2431.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw3614.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw3627.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw3651.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:51
Note/hmw4906.ipynb,Notebook,.ipynb,2591996,2026-03-19T21:41:52
Note/hmw_top20_station_integrated_comparison.ipynb,Notebook,.ipynb,1712828,2026-03-19T21:41:52
Note/hmw_top5_station_trends_2023_2025.ipynb,Notebook,.ipynb,2914361,2026-03-19T21:41:52
scripts/generate_top20_station_suite.py,Script,.py,14012,2026-03-19T21:41:52
