station_id,cluster,gangnam_station_name,gangnam_address,gangnam_lat,gangnam_lon,gangnam_lcd_rack,gangnam_qr_rack,gangnam_operation_type,resolved_api_station_id,api_station_id,master_api_station_id,realtime_station_name,master_station_name,master_station_id_name,realtime_bike_stock,realtime_capacity,master_capacity,realtime_matched,operational_status,mapping_source,zero_coordinate_candidate,exception_note
2315,3, 봉은사역 5번출구 옆,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.06111908,10,0,LCD,ST-799,ST-799,,2315. 봉은사역 5번출구 옆,,,3.0,10.0,,True,realtime_available,bikeList,False,
2317,3, 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.06620026,10,0,LCD,ST-784,ST-784,,2317. 삼성도로공원,,,12.0,10.0,,True,realtime_available,bikeList,False,
2318,3, 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.05503082,16,0,LCD,ST-801,ST-801,,2318. 삼성중앙역4번출구(문화센터더 리빌),,,1.0,16.0,,True,realtime_available,bikeList,False,
2319,0, 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.05467987,10,0,LCD,ST-802,ST-802,,2319. 포스코사거리 서측(수협 삼성동 지점),,,0.0,10.0,,True,realtime_available,bikeList,False,
2320,3, 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.05696869,10,0,LCD,ST-803,ST-803,,2320. 도곡역 대치지구대 방향,,,9.0,10.0,,True,realtime_available,bikeList,False,
2321,3, 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.06944275,10,0,LCD,ST-804,ST-804,,2321. 학여울역 사거리,,,1.0,10.0,,True,realtime_available,bikeList,False,
2323,0, 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.06720734,10,0,LCD,ST-806,,ST-806,,주식회사 오뚜기 정문 앞,2323. 주식회사 오뚜기 정문 앞,,,10.0,False,realtime_unavailable_candidate,tbCycleStationInfo_master,False,bikeList 미노출; 마스터 API 존재
2324,3, 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.06622314,10,0,LCD,ST-807,ST-807,,2324. 천주교 대치 2동 교회 옆,,,5.0,10.0,,True,realtime_available,bikeList,False,
2325,3, 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.05931854,10,0,LCD,ST-808,ST-808,,2325. 대치삼성아파트 앞 교차로,,,7.0,10.0,,True,realtime_available,bikeList,False,
2326,3, 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.05879974,10,0,LCD,ST-809,ST-809,,2326. 대치동 삼성로,,,3.0,10.0,,True,realtime_available,bikeList,False,
2327,0, 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.03146362,15,0,LCD,ST-810,ST-810,,2327. 뱅뱅사거리 랜드마크타워 앞,,,20.0,15.0,,True,realtime_available,bikeList,False,
2328,0, 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.04273224,10,0,LCD,ST-811,ST-811,,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,,,1.0,10.0,,True,realtime_available,bikeList,False,
2329,0, 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,10,0,LCD,ST-812,ST-812,,2329. 르네상스호텔사거리 역삼지하보도 2번출구,,,1.0,10.0,,True,realtime_available,bikeList,False,
2330,3, 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.03945923,10,0,LCD,ST-813,ST-813,,2330. 역삼월드메르디앙아파트 앞,,,0.0,10.0,,True,realtime_available,bikeList,False,
2331,0, 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.04460144,10,0,LCD,ST-814,ST-814,,2331. 동영문화센터앞,,,3.0,10.0,,True,realtime_available,bikeList,False,
2332,3, 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,8,0,LCD,ST-815,ST-815,,2332. 선릉역3번출구,,,1.0,8.0,,True,realtime_available,bikeList,False,
2333,2, 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.03407288,15,0,LCD,ST-816,ST-816,,2333. 양재역 3번출구 주변,,,2.0,14.0,,True,realtime_available,bikeList,False,
2334,0, 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.04589844,12,0,LCD,ST-817,ST-817,,2334. 삼호아파트 2동 ( 간선도로),,,0.0,12.0,,True,realtime_available,bikeList,False,
2335,0, 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.04676056,0,15,QR,ST-818,ST-818,,2335. 3호선 매봉역 3번출구앞,,,27.0,15.0,,True,realtime_available,bikeList,False,
2336,0, 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.04746246,10,0,LCD,ST-819,ST-819,,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,,,0.0,10.0,,True,realtime_available,bikeList,False,
2337,2, 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.07197571,10,0,LCD,ST-782,ST-782,,2337. 대모산입구역 2번출구 앞,,,7.0,10.0,,True,realtime_available,bikeList,False,
2339,2, 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995,10,0,LCD,ST-820,ST-820,,2339. 현대아파트 정문 앞,,,0.0,10.0,,True,realtime_available,bikeList,False,
2340,0, 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.04517365,0,17,QR,ST-821,ST-821,,2340. 삼호물산버스정류장(23370) 옆,,,28.0,17.0,,True,realtime_available,bikeList,False,
2341,3, 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.08493805,10,0,LCD,ST-822,ST-822,,2341. 일원역 4~5번 출구 사이,,,1.0,10.0,,True,realtime_available,bikeList,False,
2342,3, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,15,0,LCD,ST-823,ST-823,,2342. 대청역 1번출구  뒤,,,8.0,15.0,,True,realtime_available,bikeList,False,
2344,4, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,10,0,LCD,ST-779,ST-779,,2344. 리엔파크 2단지 앞,,,7.0,10.0,,True,realtime_available,bikeList,False,
2347,0, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,11,0,LCD,ST-961,ST-961,,2347. 두산건설 본사,,,0.0,11.0,,True,realtime_available,bikeList,False,
2348,1, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,0,23,QR,ST-797,ST-797,,2348. 포스코사거리(기업은행),,,4.0,23.0,,True,realtime_available,bikeList,False,
2349,3, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,12,0,LCD,ST-959,ST-959,,2349. 역삼빌딩 앞(하나은행 옆),,,0.0,12.0,,True,realtime_available,bikeList,False,
2350,3, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,9,0,LCD,ST-960,ST-960,,2350. 래미안그레이튼102동앞,,,0.0,9.0,,True,realtime_available,bikeList,False,
2351,2, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,11,0,LCD,ST-937,ST-937,,2351. 청소년수련관(수영장)앞,,,0.0,11.0,,True,realtime_available,bikeList,False,
2352,0, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,6,0,LCD,ST-962,ST-962,,2352. 서울본부세관(건설회관 앞),,,0.0,6.0,,True,realtime_available,bikeList,False,
2353,2, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,10,0,LCD,ST-963,ST-963,,2353. 강남구청역 2번출구 뒤,,,0.0,10.0,,True,realtime_available,bikeList,False,
2354,3, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,5,0,LCD,ST-953,ST-953,,2354. 청담역 2번출구,,,1.0,5.0,,True,realtime_available,bikeList,False,
2356,3, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,0,10,QR,ST-954,ST-954,,2356. 강남구청,,,0.0,10.0,,True,realtime_available,bikeList,False,
2357,0, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,10,0,LCD,ST-966,ST-966,,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),,,0.0,10.0,,True,realtime_available,bikeList,False,
2358,2, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,7,0,LCD,ST-957,ST-957,,2358. 구룡초사거리 (현대아파트10동 앞 ),,,0.0,7.0,,True,realtime_available,bikeList,False,
2359,4," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,10,0,LCD,ST-958,ST-958,,"2359. 국립국악중,고교 정문 맞은편",,,11.0,10.0,,True,realtime_available,bikeList,False,
2360,3, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,9,0,LCD,ST-956,ST-956,,2360. 도곡1동 주민센터 교차로,,,1.0,9.0,,True,realtime_available,bikeList,False,
2362,3, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,10,0,LCD,ST-1171,ST-1171,,2362. 신사동 가로수길 입구,,,10.0,10.0,,True,realtime_available,bikeList,False,
2363,0, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,15,0,LCD,ST-1172,ST-1172,,2363. 강남 을지병원 교차로,,,1.0,15.0,,True,realtime_available,bikeList,False,
2364,0, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,10,0,LCD,ST-1173,ST-1173,,2364. 도산공원교차로,,,2.0,10.0,,True,realtime_available,bikeList,False,
2365,0, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,15,0,LCD,ST-1174,ST-1174,,2365. K+ 타워 앞,,,1.0,15.0,,True,realtime_available,bikeList,False,
2368,3, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,0,7,QR,ST-1177,ST-1177,,2368. 도곡동 경남아파트 건너편,,,1.0,7.0,,True,realtime_available,bikeList,False,
2369,3, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,20,0,LCD,ST-1178,ST-1178,,2369. KT선릉타워,,,4.0,20.0,,True,realtime_available,bikeList,False,
2370,3, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,10,0,LCD,ST-1179,ST-1179,,2370. 한티역 3번출구,,,2.0,10.0,,True,realtime_available,bikeList,False,
2371,3, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,6,0,LCD,ST-1180,ST-1180,,2371. 한국우편사업진흥원,,,1.0,6.0,,True,realtime_available,bikeList,False,
2372,3, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,10,0,LCD,ST-1181,ST-1181,,2372. 대치역 사거리,,,20.0,10.0,,True,realtime_available,bikeList,False,
2373,3, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,20,0,LCD,ST-1182,ST-1182,,2373. 개포동역 사거리,,,13.0,20.0,,True,realtime_available,bikeList,False,
2375,0, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,14,0,LCD,ST-1184,ST-1184,,2375. 수서역 1번출구 앞,,,28.0,14.0,,True,realtime_available,bikeList,False,
2376,0, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,14,0,LCD,ST-1185,ST-1185,,2376. 수서역 7번출구 앞,,,10.0,14.0,,True,realtime_available,bikeList,False,
2377,0, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,9,0,LCD,ST-1186,ST-1186,,2377. 수서역 5번출구,,,38.0,9.0,,True,realtime_available,bikeList,False,
2380,0, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,12,0,LCD,ST-1245,ST-1245,,2380. 봉은사로68길 북측,,,1.0,12.0,,True,realtime_available,bikeList,False,
2381,3, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,8,0,LCD,ST-1246,ST-1246,,2381. 언주역 4번출구,,,1.0,8.0,,True,realtime_available,bikeList,False,
2382,3, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,6,0,LCD,ST-1247,ST-1247,,2382. 역삼동 sk뷰 501동앞,,,0.0,6.0,,True,realtime_available,bikeList,False,
2383,4, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,10,0,LCD,ST-1248,ST-1248,,2383. 보금자리정원,,,12.0,10.0,,True,realtime_available,bikeList,False,
2384,2, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,15,0,LCD,ST-1364,ST-1364,,2384. 자곡사거리,,,29.0,15.0,,True,realtime_available,bikeList,False,
2385,3, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,10,0,LCD,ST-1365,ST-1365,,2385. 학동역,,,0.0,10.0,,True,realtime_available,bikeList,False,
2386,3, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,0,10,QR,ST-1366,ST-1366,,2386. 크린랩 본사,,,1.0,10.0,,True,realtime_available,bikeList,False,
2387,4, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,10,0,LCD,ST-1407,ST-1407,,2387. 래미안강남힐즈 사거리,,,31.0,10.0,,True,realtime_available,bikeList,False,
2388,0, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,18,0,LCD,ST-1433,ST-1433,,2388. 강남구 도시관리공단,,,1.0,18.0,,True,realtime_available,bikeList,False,
2389,2, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,15,0,LCD,ST-1559,ST-1559,,2389. 경기여자고등학교 후문 (삼성로3길 입구),,,5.0,15.0,,True,realtime_available,bikeList,False,
2390,2, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,10,3,"LCD,QR",ST-1560,ST-1560,,2390. 구룡마을 입구 (래미안블레스티지 아파트),,,7.0,13.0,,True,realtime_available,bikeList,False,
2391,0, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,7,0,LCD,ST-1561,ST-1561,,2391. 구룡터널 입구(개포1단지아파트),,,0.0,5.0,,True,realtime_available,bikeList,False,
2392,0, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,10,0,LCD,ST-1562,ST-1562,,2392. 구룡산 입구 (구룡산 서울둘레길 입구),,,1.0,10.0,,True,realtime_available,bikeList,False,
2394,2, 개포래미안포레스트아파트 107동 앞,강남구 개포로 264,37.48025131,127.05419159,0,10,QR,ST-1564,ST-1564,,2394. 개포래미안포레스트아파트 107동 앞,,,0.0,10.0,,True,realtime_available,bikeList,False,
2396,3, 영동3교 북단(우성캐릭터 앞 보도),강남구 도곡동 466,37.48574066,127.05104828,15,0,LCD,ST-1566,ST-1566,,2396. 영동3교 북단(우성캐릭터 앞 보도),,,6.0,15.0,,True,realtime_available,bikeList,False,
2398,0, 더라움,강남구 역삼동 801-7,37.50811005,127.0394516,10,0,LCD,ST-1568,ST-1568,,2398. 더라움,,,0.0,10.0,,True,realtime_available,bikeList,False,
2401,3, 밀알학교 입구 (삼성서울병원 입구),강남구 일원동 128-10,37.48656082,127.08267212,10,0,LCD,ST-1571,ST-1571,,2401. 밀알학교 입구 (삼성서울병원 입구),,,0.0,10.0,,True,realtime_available,bikeList,False,
2403,3, 공무원연금매점 교차로 (개포주공9단지 입구),강남구 일원동 703-2,37.48871994,127.07453918,10,0,LCD,ST-1573,ST-1573,,2403. 공무원연금매점 교차로 (개포주공9단지 입구),,,22.0,10.0,,True,realtime_available,bikeList,False,
2404,2, 대모산입구역 4번 출구 앞,강남구 일원동 700-1,37.49180984,127.07315826,10,0,LCD,ST-1574,ST-1574,,2404. 대모산입구역 4번 출구 앞,,,18.0,10.0,,True,realtime_available,bikeList,False,
2405,2, 청담공원앞 교차로,강남구 삼성동 111-44,37.51871109,127.05084991,14,0,LCD,ST-1575,ST-1575,,2405. 청담공원앞 교차로,,,0.0,14.0,,True,realtime_available,bikeList,False,
2406,3, 논현동 광명빌딩 앞,강남구 논현동 279,37.5175705,127.02364349,10,0,LCD,ST-1576,ST-1576,,2406. 논현동 광명빌딩 앞,,,2.0,10.0,,True,realtime_available,bikeList,False,
2407,3, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구 역삼동 804,37.49847031,127.03011322,10,0,LCD,ST-1577,ST-1577,,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),,,2.0,10.0,,True,realtime_available,bikeList,False,
2408,4, 강남한양수자인아파트,강남구 자곡로 260,37.4773407,127.11327362,14,0,LCD,ST-1578,ST-1578,,2408. 강남한양수자인아파트,,,3.0,14.0,,True,realtime_available,bikeList,False,
2409,3, 역삼동 디오슈페리움 (우성아파트 사거리),강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.03074646,20,0,LCD,ST-1679,ST-1679,,2409. 역삼동 디오슈페리움 (우성아파트 사거리),,,10.0,20.0,,True,realtime_available,bikeList,False,
2410,0, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.03375244,0,10,QR,ST-1680,ST-1680,,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),,,0.0,10.0,,True,realtime_available,bikeList,False,
2411,4, 세곡동 성당,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.11222839,15,0,LCD,ST-1703,ST-1703,,2411. 세곡동 성당,,,23.0,15.0,,True,realtime_available,bikeList,False,
2413,0,도곡역 1번 출구,남부순환로 2814,37.49095917,127.05498505,0,20,QR,ST-1879,ST-1879,,2413.도곡역 1번 출구,,,37.0,20.0,,True,realtime_available,bikeList,False,
2414,0, 도곡역 아카데미스위트 앞,언주로30길 21,37.48897171,127.05182648,0,20,QR,ST-1880,ST-1880,,2414. 도곡역 아카데미스위트 앞,,,6.0,20.0,,True,realtime_available,bikeList,False,
2415,3,한티역 롯데백화점 앞,선릉로 228,37.49667358,127.05342865,0,15,QR,ST-1881,ST-1881,,2415.한티역 롯데백화점 앞,,,2.0,15.0,,True,realtime_available,bikeList,False,
2416,2,한티역 6번 출구,선릉로 227,37.4958992,127.05219269,0,10,QR,ST-1882,ST-1882,,2416.한티역 6번 출구,,,4.0,10.0,,True,realtime_available,bikeList,False,
2417,2,선정릉 디캠프(D.CAMP)앞,선릉로 551,37.50799942,127.04524994,0,10,QR,ST-1883,ST-1883,,"2417.선정릉 디캠프(D,CAMP)앞",,,0.0,10.0,,True,realtime_available,bikeList,False,
2418,2,봉은사역 7번 출구,봉은사로 601,37.51393509,127.05982208,0,10,QR,ST-1884,ST-1884,,2418.봉은사역 7번 출구 ,,,3.0,10.0,,True,realtime_available,bikeList,False,
2419,3,"봉은사역 1,2번 출구",봉은사로 601,37.51430893,127.05970001,0,13,QR,ST-1885,ST-1885,,"2419.봉은사역 1,2번 출구 ",,,6.0,13.0,,True,realtime_available,bikeList,False,
2420,2,학여울역 사거리(LG베스트샵 앞),영동대로 202,37.49689484,127.07013702,0,20,QR,ST-1886,ST-1886,,2420.학여울역 사거리(LG베스트샵 앞),,,3.0,20.0,,True,realtime_available,bikeList,False,
2422,3,수서동 성당 맞은편,광평로34길 202,37.48416901,127.09484863,0,10,QR,ST-1888,ST-1888,,2422.수서동 성당 맞은편,,,8.0,10.0,,True,realtime_available,bikeList,False,
2423,3,영희초교 사거리(래미안개포루체하임),개포로110길 50,37.4908371,127.08065033,0,10,QR,ST-1889,ST-1889,,2423.영희초교 사거리(래미안개포루체하임),,,5.0,10.0,,True,realtime_available,bikeList,False,
2425,4,세곡동 사거리(대왕초등학교 정류장),헌릉로618길 8,37.46461868,127.10684967,0,20,QR,ST-1891,ST-1891,,2425.세곡동 사거리(대왕초등학교 정류장),,,24.0,20.0,,True,realtime_available,bikeList,False,
2426,4,강남한신휴플러스 6단지,강남구 율현동 333-1,37.46829605,127.10469818,0,10,QR,ST-1892,ST-1892,,2426.강남한신휴플러스 6단지,,,9.0,10.0,,True,realtime_available,bikeList,False,
2427,2,개포고등학교 정문앞,강남구 개포로402,37.48485184,127.0583725,0,10,QR,ST-1893,ST-1893,,2427.개포고등학교 정문앞,,,1.0,10.0,,True,realtime_available,bikeList,False,
2430,3,강남파이낸스센터앞(역삼역2번출구),테헤란로152,37.50024414,127.03605652,0,10,QR,ST-1896,ST-1896,,2430.강남파이낸스센터앞(역삼역2번출구),,,0.0,10.0,,True,realtime_available,bikeList,False,
2431,3,대치역 7번출구,남부순환로155,37.49411774,127.06290436,0,10,QR,ST-1897,ST-1897,,2431.대치역 7번출구,,,18.0,10.0,,True,realtime_available,bikeList,False,
3602,0, 한국지역난방공사강남지사,양재대로 781,37.49229431,127.09433746,0,5,QR,ST-2474,ST-2474,,3602. 한국지역난방공사강남지사,,,1.0,5.0,,True,realtime_available,bikeList,False,
3604,3, 삼성중앙역 5번출구,삼성동145-1,37.51296234,127.05386353,0,15,QR,ST-2671,ST-2671,,3604. 삼성중앙역 5번출구,,,14.0,15.0,,True,realtime_available,bikeList,False,
3606,0, 신사동주민센터 옆,압구정로 130,37.52422714,127.02285004,0,10,QR,ST-2673,ST-2673,,3606. 신사동주민센터 옆,,,7.0,10.0,,True,realtime_available,bikeList,False,
3609,0, 언주초등학교 입구,남부순환로2641,37.48536682,127.03849792,0,16,QR,ST-2674,ST-2674,,3609. 언주초등학교 입구,,,5.0,16.0,,True,realtime_available,bikeList,False,
3610,4, 윗반마을 입구,세곡동 97-3,37.46534729,127.1088028,0,10,QR,ST-2675,ST-2675,,3610. 윗반마을 입구,,,12.0,10.0,,True,realtime_available,bikeList,False,
3611,4, 방죽마을 입구,율현동 264-5,37.47123337,127.10721588,0,16,QR,ST-2676,ST-2676,,3611. 방죽마을 입구,,,9.0,16.0,,True,realtime_available,bikeList,False,
3612,4, 은곡마을,세곡동 548(도담공원~행복공원 사이),37.46726227,127.09801483,0,10,QR,ST-2677,ST-2677,,3612. 은곡마을,,,24.0,10.0,,True,realtime_available,bikeList,False,
3614,3, 은마아파트 입구 사거리,삼성로237(정성한줄 대치점 앞),37.49840164,127.06093597,0,10,QR,ST-2678,ST-2678,,3614. 은마아파트 입구 사거리,,,8.0,10.0,,True,realtime_available,bikeList,False,
3615,2, 서울 논현동우체국 앞,학동로212,37.51446152,127.0326004,0,10,QR,ST-2679,ST-2679,,3615. 서울 논현동우체국 앞,,,0.0,10.0,,True,realtime_available,bikeList,False,
3616,2, 역삼중학교 앞(체육관 방향),도곡로43길 10,37.49526215,127.04950714,0,10,QR,ST-2680,ST-2680,,3616. 역삼중학교 앞(체육관 방향),,,2.0,10.0,,True,realtime_available,bikeList,False,
3618,4, 서울율현초교 삼거리,밤고개로 231,37.47364044,127.10702515,0,10,QR,ST-2681,ST-2681,,3618. 서울율현초교 삼거리,,,28.0,10.0,,True,realtime_available,bikeList,False,
3620,2, 청담역 11번 출구,학동로87길 7,37.51925659,127.0515976,0,10,QR,ST-2682,ST-2682,,3620. 청담역 11번 출구,,,0.0,10.0,,True,realtime_available,bikeList,False,
3622,2, 은마아파트입구 사거리(1),삼성로 312,37.49986649,127.0605011,0,7,QR,ST-2684,ST-2684,,3622. 은마아파트입구 사거리(1),,,3.0,7.0,,True,realtime_available,bikeList,False,
