timestamp,parking_lot_id,parking_lot_name,total_spaces,available_spaces,is_holiday,weather_temp_c,weather_precip_mm,weather_humidity,event_flag
2026-03-06 16:00:00,nanji_main,?? ???? ???,100,61,0,-1.3,0.0,55,0
2026-03-06 17:00:00,nanji_main,?? ???? ???,100,46,0,-1.2,0.0,55,0
2026-03-06 18:00:00,nanji_main,?? ???? ???,100,46,0,-1.0,0.0,55,0
2026-03-06 19:00:00,nanji_main,?? ???? ???,100,46,0,-0.8,0.0,55,0
2026-03-06 20:00:00,nanji_main,?? ???? ???,100,47,0,-0.7,0.0,55,0
2026-03-06 21:00:00,nanji_main,?? ???? ???,100,62,0,-0.5,0.0,55,0
2026-03-06 22:00:00,nanji_main,?? ???? ???,100,64,0,-0.3,0.0,55,0
2026-03-06 23:00:00,nanji_main,?? ???? ???,100,66,0,-0.0,0.0,55,0
2026-03-07 00:00:00,nanji_main,?? ???? ???,100,58,1,0.2,0.0,65,0
2026-03-07 01:00:00,nanji_main,?? ???? ???,100,60,1,0.4,0.0,65,0
2026-03-07 02:00:00,nanji_main,?? ???? ???,100,62,1,0.7,0.0,65,0
2026-03-07 03:00:00,nanji_main,?? ???? ???,100,64,1,0.9,0.0,65,0
2026-03-07 04:00:00,nanji_main,?? ???? ???,100,65,1,1.2,3.0,65,0
2026-03-07 05:00:00,nanji_main,?? ???? ???,100,66,1,1.5,3.0,65,0
2026-03-07 06:00:00,nanji_main,?? ???? ???,100,66,1,1.8,0.0,65,0
2026-03-07 07:00:00,nanji_main,?? ???? ???,100,66,1,2.1,0.0,65,0
2026-03-07 08:00:00,nanji_main,?? ???? ???,100,65,1,2.4,0.0,55,0
2026-03-07 09:00:00,nanji_main,?? ???? ???,100,64,1,2.7,0.0,55,0
2026-03-07 10:00:00,nanji_main,?? ???? ???,100,62,1,3.0,0.0,55,0
2026-03-07 11:00:00,nanji_main,?? ???? ???,100,54,1,3.3,0.0,55,0
2026-03-07 12:00:00,nanji_main,?? ???? ???,100,52,1,3.7,0.0,55,0
2026-03-07 13:00:00,nanji_main,?? ???? ???,100,50,1,4.0,0.0,55,0
2026-03-07 14:00:00,nanji_main,?? ???? ???,100,48,1,4.3,0.0,55,0
2026-03-07 15:00:00,nanji_main,?? ???? ???,100,46,1,4.7,0.0,55,0
2026-03-07 16:00:00,nanji_main,?? ???? ???,100,51,1,5.1,0.0,55,0
2026-03-07 17:00:00,nanji_main,?? ???? ???,100,36,1,5.4,0.0,55,0
2026-03-07 18:00:00,nanji_main,?? ???? ???,100,36,1,5.8,0.0,55,1
2026-03-07 19:00:00,nanji_main,?? ???? ???,100,36,1,6.1,0.0,55,1
2026-03-07 20:00:00,nanji_main,?? ???? ???,100,37,1,6.5,0.0,55,1
2026-03-07 21:00:00,nanji_main,?? ???? ???,100,52,1,6.9,0.0,55,0
2026-03-07 22:00:00,nanji_main,?? ???? ???,100,54,1,7.3,0.0,55,0
2026-03-07 23:00:00,nanji_main,?? ???? ???,100,56,1,7.6,0.0,55,0
2026-03-08 00:00:00,nanji_main,?? ???? ???,100,58,1,8.0,0.0,65,0
2026-03-08 01:00:00,nanji_main,?? ???? ???,100,60,1,8.4,0.0,65,0
2026-03-08 02:00:00,nanji_main,?? ???? ???,100,62,1,8.7,0.0,65,0
2026-03-08 03:00:00,nanji_main,?? ???? ???,100,64,1,9.1,0.0,65,0
2026-03-08 04:00:00,nanji_main,?? ???? ???,100,65,1,9.5,0.0,65,0
2026-03-08 05:00:00,nanji_main,?? ???? ???,100,66,1,9.9,0.0,65,0
2026-03-08 06:00:00,nanji_main,?? ???? ???,100,66,1,10.2,0.0,65,0
2026-03-08 07:00:00,nanji_main,?? ???? ???,100,66,1,10.6,0.0,65,0
2026-03-08 08:00:00,nanji_main,?? ???? ???,100,65,1,10.9,0.0,55,0
2026-03-08 09:00:00,nanji_main,?? ???? ???,100,64,1,11.3,0.0,55,0
2026-03-08 10:00:00,nanji_main,?? ???? ???,100,62,1,11.7,0.0,55,0
2026-03-08 11:00:00,nanji_main,?? ???? ???,100,54,1,12.0,0.0,55,0
2026-03-08 12:00:00,nanji_main,?? ???? ???,100,52,1,12.3,0.0,55,0
2026-03-08 13:00:00,nanji_main,?? ???? ???,100,50,1,12.7,0.0,55,0
2026-03-08 14:00:00,nanji_main,?? ???? ???,100,48,1,13.0,0.0,55,0
2026-03-08 15:00:00,nanji_main,?? ???? ???,100,46,1,13.3,0.0,55,0
2026-03-08 16:00:00,nanji_main,?? ???? ???,100,51,1,13.6,0.0,55,0
2026-03-08 17:00:00,nanji_main,?? ???? ???,100,36,1,13.9,0.0,55,0
2026-03-08 18:00:00,nanji_main,?? ???? ???,100,36,1,14.2,0.0,55,1
2026-03-08 19:00:00,nanji_main,?? ???? ???,100,36,1,14.5,0.0,55,1
2026-03-08 20:00:00,nanji_main,?? ???? ???,100,37,1,14.8,0.0,55,1
2026-03-08 21:00:00,nanji_main,?? ???? ???,100,52,1,15.1,0.0,55,0
2026-03-08 22:00:00,nanji_main,?? ???? ???,100,54,1,15.3,0.0,55,0
2026-03-08 23:00:00,nanji_main,?? ???? ???,100,56,1,15.6,0.0,55,0
2026-03-09 00:00:00,nanji_main,?? ???? ???,100,68,0,15.8,0.0,65,0
2026-03-09 01:00:00,nanji_main,?? ???? ???,100,70,0,16.0,0.0,65,0
2026-03-09 02:00:00,nanji_main,?? ???? ???,100,72,0,16.3,0.0,65,0
2026-03-09 03:00:00,nanji_main,?? ???? ???,100,74,0,16.5,0.0,65,0
2026-03-09 04:00:00,nanji_main,?? ???? ???,100,75,0,16.7,0.0,65,0
2026-03-09 05:00:00,nanji_main,?? ???? ???,100,76,0,16.8,0.0,65,0
2026-03-09 06:00:00,nanji_main,?? ???? ???,100,76,0,17.0,0.0,65,0
2026-03-09 07:00:00,nanji_main,?? ???? ???,100,76,0,17.2,0.0,65,0
2026-03-09 08:00:00,nanji_main,?? ???? ???,100,75,0,17.3,0.0,55,0
2026-03-09 09:00:00,nanji_main,?? ???? ???,100,74,0,17.4,0.0,55,0
2026-03-09 10:00:00,nanji_main,?? ???? ???,100,72,0,17.6,0.0,55,0
2026-03-09 11:00:00,nanji_main,?? ???? ???,100,64,0,17.7,0.0,55,0
2026-03-09 12:00:00,nanji_main,?? ???? ???,100,62,0,17.7,0.0,55,0
2026-03-09 13:00:00,nanji_main,?? ???? ???,100,60,0,17.8,0.0,55,0
2026-03-09 14:00:00,nanji_main,?? ???? ???,100,58,0,17.9,0.0,55,0
2026-03-09 15:00:00,nanji_main,?? ???? ???,100,56,0,17.9,0.0,55,0
2026-03-09 16:00:00,nanji_main,?? ???? ???,100,61,0,18.0,0.0,55,0
2026-03-09 17:00:00,nanji_main,?? ???? ???,100,46,0,18.0,0.0,55,0
2026-03-09 18:00:00,nanji_main,?? ???? ???,100,46,0,18.0,0.0,55,0
2026-03-09 19:00:00,nanji_main,?? ???? ???,100,46,0,18.0,0.0,55,0
2026-03-09 20:00:00,nanji_main,?? ???? ???,100,47,0,18.0,0.0,55,0
2026-03-09 21:00:00,nanji_main,?? ???? ???,100,62,0,17.9,0.0,55,0
2026-03-09 22:00:00,nanji_main,?? ???? ???,100,64,0,17.9,0.0,55,0
2026-03-09 23:00:00,nanji_main,?? ???? ???,100,66,0,17.8,0.0,55,0
2026-03-10 00:00:00,nanji_main,?? ???? ???,100,68,0,17.7,0.0,65,0
2026-03-10 01:00:00,nanji_main,?? ???? ???,100,70,0,17.7,0.0,65,0
2026-03-10 02:00:00,nanji_main,?? ???? ???,100,72,0,17.6,0.0,65,0
2026-03-10 03:00:00,nanji_main,?? ???? ???,100,74,0,17.4,0.0,65,0
2026-03-10 04:00:00,nanji_main,?? ???? ???,100,75,0,17.3,0.0,65,0
2026-03-10 05:00:00,nanji_main,?? ???? ???,100,76,0,17.2,0.0,65,0
2026-03-10 06:00:00,nanji_main,?? ???? ???,100,76,0,17.0,0.0,65,0
2026-03-10 07:00:00,nanji_main,?? ???? ???,100,76,0,16.8,0.0,65,0
2026-03-10 08:00:00,nanji_main,?? ???? ???,100,75,0,16.7,0.0,55,0
2026-03-10 09:00:00,nanji_main,?? ???? ???,100,74,0,16.5,0.0,55,0
2026-03-10 10:00:00,nanji_main,?? ???? ???,100,72,0,16.3,0.0,55,0
2026-03-10 11:00:00,nanji_main,?? ???? ???,100,64,0,16.0,0.0,55,0
2026-03-10 12:00:00,nanji_main,?? ???? ???,100,62,0,15.8,0.0,55,0
2026-03-10 13:00:00,nanji_main,?? ???? ???,100,60,0,15.6,0.0,55,0
2026-03-10 14:00:00,nanji_main,?? ???? ???,100,58,0,15.3,0.0,55,0
2026-03-10 15:00:00,nanji_main,?? ???? ???,100,56,0,15.1,0.0,55,0
2026-03-10 16:00:00,nanji_main,?? ???? ???,100,61,0,14.8,0.0,55,0
2026-03-10 17:00:00,nanji_main,?? ???? ???,100,46,0,14.5,0.0,55,0
2026-03-10 18:00:00,nanji_main,?? ???? ???,100,46,0,14.2,0.0,55,0
2026-03-10 19:00:00,nanji_main,?? ???? ???,100,46,0,13.9,0.0,55,0
2026-03-10 20:00:00,nanji_main,?? ???? ???,100,47,0,13.6,0.0,55,0
2026-03-10 21:00:00,nanji_main,?? ???? ???,100,62,0,13.3,0.0,55,0
2026-03-10 22:00:00,nanji_main,?? ???? ???,100,64,0,13.0,0.0,55,0
2026-03-10 23:00:00,nanji_main,?? ???? ???,100,66,0,12.7,0.0,55,0
2026-03-11 00:00:00,nanji_main,?? ???? ???,100,68,0,12.3,0.0,65,0
2026-03-11 01:00:00,nanji_main,?? ???? ???,100,70,0,12.0,0.0,65,0
2026-03-11 02:00:00,nanji_main,?? ???? ???,100,72,0,11.7,0.0,65,0
2026-03-11 03:00:00,nanji_main,?? ???? ???,100,74,0,11.3,0.0,65,0
2026-03-11 04:00:00,nanji_main,?? ???? ???,100,75,0,10.9,3.0,65,0
2026-03-11 05:00:00,nanji_main,?? ???? ???,100,76,0,10.6,3.0,65,0
2026-03-11 06:00:00,nanji_main,?? ???? ???,100,76,0,10.2,0.0,65,0
2026-03-11 07:00:00,nanji_main,?? ???? ???,100,76,0,9.9,0.0,65,0
2026-03-11 08:00:00,nanji_main,?? ???? ???,100,75,0,9.5,0.0,55,0
2026-03-11 09:00:00,nanji_main,?? ???? ???,100,74,0,9.1,0.0,55,0
2026-03-11 10:00:00,nanji_main,?? ???? ???,100,72,0,8.7,0.0,55,0
2026-03-11 11:00:00,nanji_main,?? ???? ???,100,64,0,8.4,0.0,55,0
2026-03-11 12:00:00,nanji_main,?? ???? ???,100,62,0,8.0,0.0,55,0
2026-03-11 13:00:00,nanji_main,?? ???? ???,100,60,0,7.6,0.0,55,0
2026-03-11 14:00:00,nanji_main,?? ???? ???,100,58,0,7.3,0.0,55,0
2026-03-11 15:00:00,nanji_main,?? ???? ???,100,56,0,6.9,0.0,55,0
2026-03-11 16:00:00,nanji_main,?? ???? ???,100,61,0,6.5,0.0,55,0
2026-03-11 17:00:00,nanji_main,?? ???? ???,100,46,0,6.1,0.0,55,0
2026-03-11 18:00:00,nanji_main,?? ???? ???,100,46,0,5.8,0.0,55,0
2026-03-11 19:00:00,nanji_main,?? ???? ???,100,46,0,5.4,0.0,55,0
2026-03-11 20:00:00,nanji_main,?? ???? ???,100,47,0,5.1,0.0,55,0
2026-03-11 21:00:00,nanji_main,?? ???? ???,100,62,0,4.7,0.0,55,0
2026-03-11 22:00:00,nanji_main,?? ???? ???,100,64,0,4.3,0.0,55,0
2026-03-11 23:00:00,nanji_main,?? ???? ???,100,66,0,4.0,0.0,55,0
2026-03-12 00:00:00,nanji_main,?? ???? ???,100,68,0,3.7,0.0,65,0
2026-03-12 01:00:00,nanji_main,?? ???? ???,100,70,0,3.3,0.0,65,0
2026-03-12 02:00:00,nanji_main,?? ???? ???,100,72,0,3.0,0.0,65,0
2026-03-12 03:00:00,nanji_main,?? ???? ???,100,74,0,2.7,0.0,65,0
2026-03-12 04:00:00,nanji_main,?? ???? ???,100,75,0,2.4,0.0,65,0
2026-03-12 05:00:00,nanji_main,?? ???? ???,100,76,0,2.1,0.0,65,0
2026-03-12 06:00:00,nanji_main,?? ???? ???,100,76,0,1.8,0.0,65,0
2026-03-12 07:00:00,nanji_main,?? ???? ???,100,76,0,1.5,0.0,65,0
2026-03-12 08:00:00,nanji_main,?? ???? ???,100,75,0,1.2,0.0,55,0
2026-03-12 09:00:00,nanji_main,?? ???? ???,100,74,0,0.9,0.0,55,0
2026-03-12 10:00:00,nanji_main,?? ???? ???,100,72,0,0.7,0.0,55,0
2026-03-12 11:00:00,nanji_main,?? ???? ???,100,64,0,0.4,0.0,55,0
2026-03-12 12:00:00,nanji_main,?? ???? ???,100,62,0,0.2,0.0,55,0
2026-03-12 13:00:00,nanji_main,?? ???? ???,100,60,0,-0.0,0.0,55,0
2026-03-12 14:00:00,nanji_main,?? ???? ???,100,58,0,-0.3,0.0,55,0
2026-03-12 15:00:00,nanji_main,?? ???? ???,100,56,0,-0.5,0.0,55,0
2026-03-12 16:00:00,nanji_main,?? ???? ???,100,61,0,-0.7,0.0,55,0
2026-03-12 17:00:00,nanji_main,?? ???? ???,100,46,0,-0.8,0.0,55,0
2026-03-12 18:00:00,nanji_main,?? ???? ???,100,46,0,-1.0,0.0,55,0
2026-03-12 19:00:00,nanji_main,?? ???? ???,100,46,0,-1.2,0.0,55,0
2026-03-12 20:00:00,nanji_main,?? ???? ???,100,47,0,-1.3,0.0,55,0
2026-03-12 21:00:00,nanji_main,?? ???? ???,100,62,0,-1.4,0.0,55,0
2026-03-12 22:00:00,nanji_main,?? ???? ???,100,64,0,-1.6,0.0,55,0
2026-03-12 23:00:00,nanji_main,?? ???? ???,100,66,0,-1.7,0.0,55,0
2026-03-13 00:00:00,nanji_main,?? ???? ???,100,68,0,-1.7,0.0,65,0
2026-03-13 01:00:00,nanji_main,?? ???? ???,100,70,0,-1.8,0.0,65,0
2026-03-13 02:00:00,nanji_main,?? ???? ???,100,72,0,-1.9,0.0,65,0
2026-03-13 03:00:00,nanji_main,?? ???? ???,100,74,0,-1.9,0.0,65,0
2026-03-13 04:00:00,nanji_main,?? ???? ???,100,75,0,-2.0,0.0,65,0
2026-03-13 05:00:00,nanji_main,?? ???? ???,100,76,0,-2.0,0.0,65,0
2026-03-13 06:00:00,nanji_main,?? ???? ???,100,76,0,-2.0,0.0,65,0
2026-03-13 07:00:00,nanji_main,?? ???? ???,100,76,0,-2.0,0.0,65,0
2026-03-13 08:00:00,nanji_main,?? ???? ???,100,75,0,-2.0,0.0,55,0
2026-03-13 09:00:00,nanji_main,?? ???? ???,100,74,0,-1.9,0.0,55,0
2026-03-13 10:00:00,nanji_main,?? ???? ???,100,72,0,-1.9,0.0,55,0
2026-03-13 11:00:00,nanji_main,?? ???? ???,100,64,0,-1.8,0.0,55,0
2026-03-13 12:00:00,nanji_main,?? ???? ???,100,62,0,-1.7,0.0,55,0
2026-03-13 13:00:00,nanji_main,?? ???? ???,100,60,0,-1.7,0.0,55,0
2026-03-13 14:00:00,nanji_main,?? ???? ???,100,58,0,-1.6,0.0,55,0
2026-03-13 15:00:00,nanji_main,?? ???? ???,100,56,0,-1.4,0.0,55,0
2026-03-13 16:00:00,nanji_main,?? ???? ???,100,61,0,-1.3,0.0,55,0
2026-03-13 17:00:00,nanji_main,?? ???? ???,100,46,0,-1.2,0.0,55,0
